subject_length,matched_bases,similarity
3098047,3098047,1.0
3936932,3936932,1.0
9649995,9649995,1.0
2479163,2479163,1.0
2803893,2803893,1.0
1086278,1086278,1.0
2524895,2524895,1.0
4085709,4085709,1.0
4762150,4762150,1.0
2817485,2817485,1.0
2896139,2896139,1.0
2861041,2861041,1.0
2839114,2839114,1.0
2906340,2906340,1.0
2757927,2757927,1.0
2803323,2803323,1.0
2920712,2920712,1.0
2827524,2827524,1.0
2879556,2879556,1.0
2744994,2744994,1.0
2751719,2751719,1.0
2870574,2870574,1.0
2904766,2904766,1.0
2857661,2857661,1.0
2907579,2907579,1.0
2830806,2830806,1.0
2922127,2922127,1.0
2955455,2955355,0.9999661642623555
2981204,2981204,1.0
2788328,2788328,1.0
2788328,2788328,1.0
2757464,2757464,1.0
2757354,2757354,1.0
2799778,2799778,1.0
2832424,2832424,1.0
2876952,2876952,1.0
2773894,2773894,1.0
3015000,3015000,1.0
2943092,2943092,1.0
2988052,2988052,1.0
2979281,2979281,1.0
2785715,2785715,1.0
2830166,2830166,1.0
2955603,2955403,0.9999323319133185
2952667,2952667,1.0
2873258,2873194,0.9999777256341059
2902129,2902129,1.0
2838117,2838117,1.0
2793848,2793848,1.0
2798879,2798879,1.0
2751719,2751719,1.0
2789603,2789603,1.0
2787689,2787689,1.0
2961703,2961703,1.0
2920487,2920487,1.0
2784606,2784606,1.0
2847444,2847444,1.0
2857031,2857031,1.0
2831391,2831391,1.0
2871346,2871346,1.0
2824903,2824903,1.0
2880557,2880557,1.0
2866351,2866351,1.0
2817539,2817539,1.0
2817542,2817542,1.0
2817544,2817544,1.0
2853623,2853623,1.0
2863321,2863321,1.0
2928192,2928192,1.0
2777202,2777202,1.0
2814047,2814047,1.0
2938533,2938533,1.0
2810799,2810799,1.0
2937397,2937397,1.0
2946358,2946358,1.0
2903540,2903540,1.0
2855408,2855408,1.0
2719487,2719487,1.0
2875335,2875335,1.0
2924940,2924940,1.0
2907673,2907673,1.0
2926659,2926659,1.0
2937877,2937877,1.0
2938529,2938529,1.0
2884520,2884520,1.0
2836912,2836912,1.0
2851477,2851477,1.0
2936935,2936935,1.0
2817435,2817435,1.0
2782561,2782561,1.0
2747791,2747791,1.0
2806345,2806345,1.0
2800610,2800610,1.0
2930687,2930687,1.0
2833925,2833741,0.9999350723819438
2946801,2946801,1.0
2856675,2856675,1.0
2775791,2775791,1.0
2779483,2779483,1.0
2804011,2804011,1.0
2779483,2779483,1.0
2779483,2779483,1.0
3079710,3079710,1.0
3023304,3023304,1.0
2750105,2750105,1.0
2760664,2760664,1.0
2825765,2825765,1.0
2792444,2792137,0.9998900604631642
2780758,2780758,1.0
2914957,2914957,1.0
2829034,2829034,1.0
2845954,2845344,0.9997856606255758
2885314,2885048,0.999907808994099
2875212,2875212,1.0
2722112,2722112,1.0
2886248,2886148,0.9999653529426439
2833772,2833772,1.0
2766617,2766617,1.0
2800185,2800185,1.0
2923527,2923527,1.0
2888113,2888113,1.0
2718155,2718155,1.0
2774529,2774529,1.0
2774517,2774517,1.0
2795903,2795903,1.0
2800136,2800136,1.0
2947171,2947171,1.0
2914722,2914722,1.0
2812693,2812693,1.0
2818031,2817106,0.9996717566272337
2868644,2868644,1.0
2868644,2868644,1.0
3001237,3001237,1.0
2865366,2865366,1.0
2864278,2864278,1.0
2803377,2803377,1.0
2825378,2825378,1.0
2769475,2769475,1.0
2757659,2757659,1.0
2918141,2918141,1.0
2928160,2928160,1.0
2893422,2893422,1.0
2893410,2893410,1.0
2808051,2808051,1.0
2806888,2806888,1.0
2758763,2758763,1.0
2827954,2827954,1.0
2771132,2771132,1.0
2720880,2720880,1.0
2834769,2834769,1.0
2945607,2945607,1.0
2857671,2857671,1.0
2847448,2847448,1.0
2847448,2847448,1.0
2749457,2749457,1.0
2775985,2775985,1.0
2817539,2817539,1.0
2816898,2816898,1.0
2867195,2867195,1.0
2823874,2823874,1.0
2753606,2749835,0.998630523030528
2753262,2750299,0.9989238219973253
2817383,2817383,1.0
2786902,2786902,1.0
2785688,2785688,1.0
2817549,2817549,1.0
2755661,2755661,1.0
2758839,2758839,1.0
2758838,2758838,1.0
2758816,2758816,1.0
2809585,2809585,1.0
3016336,3016336,1.0
2937556,2937556,1.0
2942654,2942654,1.0
2889093,2889093,1.0
2974429,2974429,1.0
2803223,2803223,1.0
2839176,2839168,0.9999971822810562
2841821,2841821,1.0
2742918,2742918,1.0
2833437,2833437,1.0
2764958,2764958,1.0
2749621,2749621,1.0
2795221,2795190,0.9999889096425649
2963204,2963204,1.0
2879366,2879366,1.0
2826108,2826108,1.0
2814166,2814166,1.0
2821906,2821906,1.0
2861379,2861379,1.0
2990027,2990027,1.0
2990923,2990923,1.0
2760709,2760709,1.0
2956278,2956278,1.0
2917929,2917929,1.0
2937977,2937977,1.0
2972739,2972739,1.0
2860005,2860005,1.0
2926847,2926847,1.0
2809575,2809575,1.0
2805322,2805322,1.0
2808627,2808627,1.0
2808627,2808627,1.0
2889221,2889221,1.0
2828586,2828586,1.0
2768007,2768007,1.0
2822481,2822481,1.0
2939425,2939425,1.0
2939423,2939423,1.0
2794910,2794910,1.0
2939422,2939422,1.0
2822475,2822475,1.0
2889513,2889513,1.0
2851642,2851642,1.0
2804001,2804001,1.0
2796785,2796785,1.0
2835408,2835408,1.0
2817560,2817560,1.0
2867982,2867982,1.0
2810964,2810964,1.0
2773580,2773580,1.0
2841501,2841501,1.0
2885609,2885609,1.0
2818804,2818804,1.0
2767317,2767317,1.0
2957206,2957206,1.0
2889613,2889613,1.0
2986333,2986333,1.0
2982180,2982180,1.0
2928732,2928732,1.0
2899213,2899213,1.0
2698509,2698509,1.0
2837394,2837394,1.0
2859431,2859431,1.0
2754388,2754388,1.0
2856677,2856677,1.0
2969682,2969682,1.0
2897282,2897282,1.0
2944787,2944787,1.0
2809270,2809270,1.0
2878171,2878171,1.0
2792262,2792262,1.0
2784722,2784722,1.0
2806349,2806349,1.0
2916552,2916552,1.0
2811700,2811700,1.0
2808264,2808264,1.0
2746973,2746973,1.0
2916350,2916350,1.0
2827083,2827083,1.0
2766431,2766431,1.0
2876138,2876138,1.0
2853272,2853272,1.0
2917593,2917593,1.0
2941588,2941588,1.0
2892675,2892675,1.0
2885072,2885072,1.0
2844400,2844400,1.0
2844782,2844782,1.0
2842774,2842774,1.0
2843640,2843640,1.0
2910209,2910209,1.0
2831151,2831151,1.0
2956967,2956967,1.0
2853441,2853441,1.0
2836254,2836254,1.0
2806340,2806340,1.0
2821889,2821889,1.0
2765666,2765666,1.0
2750046,2750046,1.0
2745885,2745885,1.0
2938847,2938847,1.0
2872575,2872575,1.0
2801355,2801355,1.0
2755455,2755455,1.0
2749921,2749921,1.0
2762382,2762382,1.0
2762193,2762193,1.0
2950572,2950572,1.0
2754396,2754396,1.0
2769434,2769434,1.0
2776946,2776946,1.0
2762193,2762193,1.0
2751661,2751661,1.0
2756049,2756049,1.0
2751661,2751661,1.0
2746469,2746469,1.0
2909026,2909026,1.0
2868283,2868283,1.0
2810143,2810143,1.0
2801757,2801757,1.0
2791775,2791775,1.0
2825610,2825610,1.0
2739777,2739777,1.0
2748834,2748834,1.0
2797313,2797313,1.0
2798800,2798800,1.0
2798800,2798800,1.0
2798800,2798800,1.0
2798569,2798569,1.0
2798239,2798239,1.0
2723848,2723848,1.0
2896973,2896973,1.0
2800541,2800541,1.0
2843605,2843605,1.0
2768180,2768180,1.0
2816536,2816536,1.0
2816769,2816769,1.0
2768876,2768876,1.0
2979876,2979876,1.0
2844620,2844620,1.0
2813886,2813886,1.0
2888795,2888795,1.0
2825664,2825664,1.0
2874678,2874678,1.0
2789574,2789574,1.0
2839536,2839536,1.0
2885717,2885717,1.0
2848476,2848476,1.0
2960621,2960621,1.0
2942398,2942398,1.0
2800698,2800698,1.0
2864497,2864497,1.0
2837859,2837859,1.0
2814470,2814470,1.0
2829827,2829827,1.0
2961917,2961917,1.0
2864429,2864429,1.0
3064316,3064316,1.0
2797304,2797304,1.0
2941900,2941900,1.0
2940670,2940670,1.0
2803993,2803993,1.0
2836433,2836433,1.0
2790282,2790282,1.0
2901195,2901195,1.0
2847831,2847831,1.0
2895132,2895132,1.0
2814368,2814368,1.0
2875010,2875010,1.0
2852673,2852673,1.0
2861232,2861232,1.0
2878988,2878988,1.0
2956212,2956212,1.0
2698658,2698658,1.0
2856971,2856971,1.0
2856913,2856913,1.0
2858571,2858571,1.0
2929427,2929427,1.0
2847739,2847739,1.0
2917924,2917924,1.0
2923343,2923343,1.0
2874046,2874046,1.0
2876177,2876177,1.0
2855856,2855856,1.0
2806008,2806008,1.0
2830302,2830302,1.0
2857921,2857921,1.0
2847068,2847068,1.0
2831964,2831964,1.0
2771350,2771350,1.0
2802960,2802960,1.0
2701690,2701690,1.0
2854529,2854529,1.0
2846303,2846303,1.0
2857625,2857625,1.0
2872188,2872089,0.9999655315042052
2846055,2846055,1.0
2785796,2785696,0.9999641036170631
2807604,2807604,1.0
2956826,2956826,1.0
2842229,2842229,1.0
2965586,2965586,1.0
3013747,3013747,1.0
2857370,2857370,1.0
2785088,2782640,0.9991210331594549
3016587,3016587,1.0
2781270,2778587,0.9990353327796294
2742711,2740752,0.9992857431935045
2834244,2834244,1.0
2775616,2775616,1.0
2815599,2815599,1.0
2756508,2756508,1.0
2807768,2675968,0.9530587997298922
2996303,2996303,1.0
2782561,2782561,1.0
2832763,2832763,1.0
2812733,2812733,1.0
2785883,2785883,1.0
2832022,2832022,1.0
2918241,2918241,1.0
2824431,2824431,1.0
2788511,2788511,1.0
2859500,2859500,1.0
2845598,2845598,1.0
2771015,2771015,1.0
2946843,2946843,1.0
2927220,2927220,1.0
2831248,2831248,1.0
2851672,2851672,1.0
2901780,2901780,1.0
2743559,2743559,1.0
2742047,2742047,1.0
3061347,3061347,1.0
2809270,2809270,1.0
2822919,2822919,1.0
2930028,2930028,1.0
2874130,2874130,1.0
2778425,2778425,1.0
2909233,2909233,1.0
2888817,2888817,1.0
2777910,2777910,1.0
2821675,2821675,1.0
2841352,2841352,1.0
2844051,2844051,1.0
2845371,2845371,1.0
2817579,2817579,1.0
2857272,2857272,1.0
2877697,2877697,1.0
2810810,2810810,1.0
2774958,2774958,1.0
2882269,2882269,1.0
2771008,2771008,1.0
2838668,2838668,1.0
2929593,2929593,1.0
2746875,2746875,1.0
2746829,2746829,1.0
2700362,2700362,1.0
2767129,2767129,1.0
2767197,2767197,1.0
2897766,2897766,1.0
2856204,2856204,1.0
2726176,2726176,1.0
2752978,2752978,1.0
2819285,2817120,0.9992320747991069
2859795,2857038,0.9990359448841613
2786401,2783510,0.9989624608948963
2813433,2809666,0.9986610663911314
2802761,2799675,0.9988989428638403
2975698,2975698,1.0
2788276,2788276,1.0
2912029,2912029,1.0
2804030,2804030,1.0
2857437,2857437,1.0
2877470,2877470,1.0
2819716,2819716,1.0
2803378,2803378,1.0
2879544,2879544,1.0
2861560,2861305,0.9999108877675115
2783589,2783589,1.0
2800736,2800736,1.0
2776792,2776792,1.0
2880646,2880646,1.0
2814225,2814225,1.0
2938416,2938416,1.0
2771283,2771283,1.0
2758520,2758520,1.0
2768621,2768621,1.0
2846956,2846956,1.0
2765676,2765676,1.0
2881240,2881240,1.0
2791374,2791374,1.0
2887396,2887396,1.0
2712116,2712116,1.0
2736829,2736829,1.0
2779342,2779342,1.0
2890732,2890732,1.0
2904316,2904316,1.0
2720671,2720671,1.0
2892590,2892590,1.0
2785722,2785722,1.0
2778350,2778350,1.0
2825436,2825436,1.0
2799474,2799474,1.0
2741175,2741175,1.0
2800216,2800216,1.0
2756718,2756718,1.0
2823974,2823974,1.0
2786310,2786310,1.0
2897814,2897814,1.0
2791750,2791750,1.0
2785465,2785465,1.0
2903423,2903423,1.0
2874372,2874372,1.0
3114278,3114278,1.0
3132482,3132482,1.0
2922786,2922786,1.0
2922615,2922615,1.0
2920075,2920075,1.0
2924145,2924145,1.0
2923332,2923332,1.0
2922894,2922894,1.0
2897139,2897139,1.0
2896630,2896630,1.0
2716118,2716118,1.0
2715427,2713144,0.9991592482508276
2936919,2936919,1.0
2938458,2938353,0.9999642669726775
2875541,2875541,1.0
2893747,2893747,1.0
2849224,2849224,1.0
2848476,2848476,1.0
2934880,2934880,1.0
2792744,2792553,0.9999316084825534
2743575,2743279,0.9998921115697584
2712577,2711765,0.9997006536588638
2787661,2787661,1.0
2728059,2727696,0.9998669383616703
2790785,2790641,0.9999484016145995
2708673,2708575,0.9999638199221538
2790385,2790026,0.9998713439184915
2677772,2677418,0.9998678005446319
2812090,2812048,0.9999850644894012
2773562,2773562,1.0
2868229,2868068,0.9999438678013506
2821851,2821319,0.9998114712647833
2728924,2728714,0.999923046592723
2787060,2786965,0.9999659139021048
2687601,2687505,0.9999642804121593
2758776,2758776,1.0
5989523,5989523,1.0
2576833,2576833,1.0
2654559,2654559,1.0
2648483,2648483,1.0
2654556,2654556,1.0
2092569,2092569,1.0
2092563,2092563,1.0
2494103,2494103,1.0
2525918,2525918,1.0
2481384,2481384,1.0
2539170,2539170,1.0
2447700,2447700,1.0
2656325,2656325,1.0
2469476,2469476,1.0
2475286,2475286,1.0
2726253,2726253,1.0
2733502,2733502,1.0
2648277,2648277,1.0
2815778,2815778,1.0
2726248,2726248,1.0
2726249,2726249,1.0
2726233,2726233,1.0
2726087,2726087,1.0
2442187,2442187,1.0
2634259,2634259,1.0
2591267,2591267,1.0
2537768,2537768,1.0
2751032,2751032,1.0
2544812,2544812,1.0
2504304,2504304,1.0
2469183,2469183,1.0
2553156,2553156,1.0
2560703,2560703,1.0
2427041,2427041,1.0
2557837,2557837,1.0
2497763,2497763,1.0
2722761,2722761,1.0
2538314,2538314,1.0
2734660,2734660,1.0
2646864,2646864,1.0
2501323,2501323,1.0
2503340,2503340,1.0
2726247,2726247,1.0
2537458,2537458,1.0
2582674,2582241,0.9998323443067146
2610865,2610865,1.0
2596982,2596982,1.0
2586626,2586113,0.9998016721396908
2695523,2695511,0.9999955481737681
2609467,2609467,1.0
2560146,2560146,1.0
2674594,2674594,1.0
2501625,2501625,1.0
2492155,2492155,1.0
5643381,5643381,1.0
2572743,2570246,0.9990294405620771
2871975,2871975,1.0
2722604,2722604,1.0
2682232,2682232,1.0
2682239,2682239,1.0
2751027,2751027,1.0
2706928,2706928,1.0
2754807,2754807,1.0
2826915,2826915,1.0
2826471,2826471,1.0
2832518,2832518,1.0
6451210,6451210,1.0
2846871,2846871,1.0
2874062,2874062,1.0
2866963,2866963,1.0
2799464,2799464,1.0
2791217,2788996,0.9992042897417148
2865549,2865549,1.0
3097888,3088794,0.9970644516522225
4756495,4756495,1.0
5396745,5396745,1.0
4052370,4052370,1.0
2325374,2325374,1.0
4469680,4469680,1.0
2494910,2494589,0.9998713380442581
2541629,2541629,1.0
2498415,2498415,1.0
2942339,2942339,1.0
2193407,2193407,1.0
1916521,1916521,1.0
5005993,5005993,1.0
4865182,4865182,1.0
4399918,4399875,0.9999902270905958
4399238,4398849,0.9999115755955917
4397990,4397493,0.9998869938312729
2814618,2814618,1.0
3069055,3069055,1.0
2907152,2907152,1.0
2396009,2393531,0.998965780178622
2726655,2726655,1.0
2941259,2941259,1.0
2981139,2981139,1.0
2827047,2827047,1.0
2853815,2853798,0.9999940430616561
2777242,2777242,1.0
2972697,2972697,1.0
4981346,4981346,1.0
4700779,4700779,1.0
2249893,2249893,1.0
4256308,4256308,1.0
4821559,4821559,1.0
4624578,4624578,1.0
3087076,3087076,1.0
2197447,2197447,1.0
1949061,1949061,1.0
1985912,1985912,1.0
2326348,2326348,1.0
2442990,2442990,1.0
2426257,2426257,1.0
2261408,2261408,1.0
3627226,3625965,0.9996523514112438
2891564,2870988,0.9928841277592334
9252595,9252595,1.0
7297804,7297804,1.0
2231285,2231285,1.0
2312146,2312146,1.0
2169531,2169531,1.0
2327205,2327205,1.0
2217476,2217476,1.0
2448532,2448532,1.0
2144544,2144544,1.0
2253996,2253996,1.0
2168368,2168368,1.0
2583345,2583345,1.0
2127731,2127731,1.0
2066888,2066888,1.0
2254065,2254065,1.0
2254043,2254043,1.0
2253919,2253919,1.0
2251744,2251744,1.0
2254085,2254085,1.0
2253842,2253842,1.0
2251579,2251579,1.0
2251306,2251306,1.0
2253851,2253851,1.0
2191784,2191684,0.9999543750661561
2054864,2053357,0.9992666181314189
2087067,2084704,0.998867789103081
2076475,2076475,1.0
2244637,2244637,1.0
2231391,2231391,1.0
2299320,2299320,1.0
2555265,2555265,1.0
2430523,2430523,1.0
2527063,2527063,1.0
1882333,1882333,1.0
1868869,1868869,1.0
1869650,1869650,1.0
1825099,1825099,1.0
1879576,1879576,1.0
1839050,1839050,1.0
1993251,1993251,1.0
2022536,2022536,1.0
2022743,2022743,1.0
5592449,5592449,1.0
5932898,5932898,1.0
