subject_length,matched_bases,similarity
2743,2743,1.0
9663,9663,1.0
5641,5641,1.0
2758,2758,1.0
4579,4579,1.0
14042,14042,1.0
4212,4212,1.0
7610,7610,1.0
371,371,1.0
1165,1165,1.0
8797,8797,1.0
10035,10035,1.0
9650,9650,1.0
9275,9275,1.0
9010,9010,1.0
8550,8550,1.0
6927,6927,1.0
7768,7768,1.0
5966,5966,1.0
8832,8831,0.9998867753623188
10818,10818,1.0
324,324,1.0
4569,2363,0.517181002407529
1022,1022,1.0
1017,1017,1.0
5845,5845,1.0
4054,4054,1.0
2580,2580,1.0
6099,6099,1.0
4647,4647,1.0
2861,2861,1.0
822,821,0.9987834549878345
2773,2773,1.0
826,826,1.0
1118,1118,1.0
6128,6128,1.0
377,377,1.0
388,388,1.0
6507,6507,1.0
4253,4253,1.0
717,717,1.0
393,393,1.0
5206,2814,0.5405301575105648
8146,8146,1.0
2835,2835,1.0
1432,1432,1.0
4674,4674,1.0
5133,5133,1.0
8747,8747,1.0
6513,6513,1.0
295,295,1.0
359,359,1.0
1374,1374,1.0
2749,2749,1.0
2766,2766,1.0
2739,2739,1.0
11675,11675,1.0
11824,11824,1.0
366,366,1.0
46012,46012,1.0
9185,9185,1.0
11919,11918,0.9999161003439886
457,457,1.0
7304,7304,1.0
7590,7590,1.0
3182,3182,1.0
8828,8828,1.0
7491,7491,1.0
7374,7374,1.0
7055,7055,1.0
10053,10053,1.0
149955,149955,1.0
149599,149599,1.0
2781,2781,1.0
618,618,1.0
9848,9848,1.0
10142,10142,1.0
8451,8451,1.0
9465,9465,1.0
230,230,1.0
4844,4844,1.0
9624,9624,1.0
7857,7857,1.0
29576,29576,1.0
9585,9585,1.0
2734,2734,1.0
2844,2844,1.0
2728,2728,1.0
9612,9612,1.0
497,497,1.0
2617,2617,1.0
2891,2891,1.0
2514,2514,1.0
2599,2599,1.0
2474,2474,1.0
2343,2343,1.0
4132,4132,1.0
119217,119217,1.0
6318,6318,1.0
7453,7453,1.0
36798,36798,1.0
6450,6450,1.0
7729,7729,1.0
2755,2755,1.0
15522,15522,1.0
35450,35450,1.0
32308,32308,1.0
2768,2768,1.0
2749,2749,1.0
741,741,1.0
1305,1305,1.0
9646,9646,1.0
8033,8033,1.0
209771,209771,1.0
6524,6524,1.0
3323,3323,1.0
43411,43411,1.0
158482,158482,1.0
10690,10690,1.0
2746,2746,1.0
2745,2745,1.0
231621,231621,1.0
18891,18891,1.0
11826,11826,1.0
18630,18630,1.0
44010,44010,1.0
29174,1884,0.06457804894769315
2753,2753,1.0
7841,7841,1.0
7276,7276,1.0
5908,5908,1.0
4176,4176,1.0
6039,6039,1.0
5078,5078,1.0
5002,5002,1.0
5380,5380,1.0
5028,5028,1.0
2757,2757,1.0
4276,4276,1.0
33350,33350,1.0
43075,43075,1.0
42259,42259,1.0
6340,6340,1.0
40149,40149,1.0
6056,6056,1.0
131526,131526,1.0
8253,8253,1.0
48247,48247,1.0
4258,4258,1.0
40679,40679,1.0
2750,2750,1.0
330,330,1.0
7880,1957,0.2483502538071066
9812,9812,1.0
4152,4152,1.0
149696,149696,1.0
8374,8374,1.0
6303,6303,1.0
9878,9878,1.0
11991,7908,0.6594946209657243
11991,5182,0.43215745142189976
7388,7388,1.0
7458,7458,1.0
8126,8126,1.0
3644,3644,1.0
9518,9518,1.0
43198,43198,1.0
19604,19604,1.0
45503,45503,1.0
7461,7461,1.0
1356,1356,1.0
7591,7591,1.0
8289,8289,1.0
8513,8513,1.0
1354,1354,1.0
4086,4086,1.0
5784,5784,1.0
2782,2782,1.0
9899,9899,1.0
6610,6610,1.0
2744,2744,1.0
2748,2748,1.0
40014,40014,1.0
2748,2748,1.0
2761,2761,1.0
43604,43604,1.0
44970,44970,1.0
42722,42722,1.0
2787,2787,1.0
2734,2734,1.0
2754,2754,1.0
280334,280334,1.0
2731,2731,1.0
2668,2668,1.0
2661,2661,1.0
2773,2773,1.0
2760,2760,1.0
2593,2593,1.0
2756,2756,1.0
2754,2754,1.0
2714,2714,1.0
2761,2761,1.0
41831,41831,1.0
37359,37359,1.0
5685,5685,1.0
17919,17919,1.0
2739,2739,1.0
2766,2766,1.0
16784,16784,1.0
18227,18227,1.0
59472,59472,1.0
75931,75931,1.0
50913,50913,1.0
57050,57050,1.0
67480,67480,1.0
69777,69777,1.0
56275,56275,1.0
156102,156102,1.0
110865,110865,1.0
70797,70797,1.0
113220,113220,1.0
5533,5533,1.0
29751,29751,1.0
16527,16527,1.0
4576,4576,1.0
10348,6085,0.5880363355237727
10348,4751,0.4591225357557016
129908,129908,1.0
7542,7542,1.0
44082,44082,1.0
30728,30728,1.0
36596,36596,1.0
5677,5676,0.9998238506253303
5723,5723,1.0
9608,9608,1.0
2735,2735,1.0
5666,5666,1.0
5270,5270,1.0
4981,4981,1.0
8300,8300,1.0
39672,39672,1.0
37555,37555,1.0
129593,129593,1.0
5256,5256,1.0
9524,9524,1.0
57930,57930,1.0
16687,16687,1.0
43033,43033,1.0
4694,4694,1.0
10140,10140,1.0
43769,43769,1.0
44373,44373,1.0
1337,1337,1.0
1342,1342,1.0
59866,59866,1.0
62706,62706,1.0
75898,75898,1.0
167560,167560,1.0
7448,7448,1.0
4048,4048,1.0
34692,34692,1.0
10155,10155,1.0
10538,10538,1.0
1349,1349,1.0
2752,2752,1.0
2755,2755,1.0
15192,15192,1.0
99657,99657,1.0
10857,10857,1.0
5499,5499,1.0
5335,5335,1.0
42519,42519,1.0
1351,1351,1.0
1387,1387,1.0
1356,1356,1.0
1307,1307,1.0
1344,1344,1.0
1996,1996,1.0
32684,32684,1.0
10787,10787,1.0
11375,11375,1.0
15045,15045,1.0
164018,164018,1.0
110907,110907,1.0
46339,46339,1.0
5207,5207,1.0
244834,244834,1.0
15378,15378,1.0
57455,57455,1.0
9394,9394,1.0
11034,11034,1.0
7118,7118,1.0
6966,6966,1.0
7438,7438,1.0
173591,173591,1.0
9346,9346,1.0
131160,131160,1.0
8394,8394,1.0
37611,37611,1.0
134721,134721,1.0
15909,8161,0.5129800741718524
15909,8058,0.506505751461437
14935,14935,1.0
68999,68999,1.0
233234,233234,1.0
138390,138390,1.0
63882,63882,1.0
48177,48177,1.0
163025,163025,1.0
14796,14796,1.0
8587,8587,1.0
86155,86155,1.0
15702,15702,1.0
54865,54865,1.0
4744,4744,1.0
3923,3923,1.0
4421,4421,1.0
9644,9644,1.0
42935,42935,1.0
9591,9591,1.0
359853,359853,1.0
2746,2746,1.0
2738,2738,1.0
2751,2751,1.0
139962,139962,1.0
134431,134431,1.0
16650,16650,1.0
30636,30636,1.0
6034,6034,1.0
48024,48024,1.0
8741,8741,1.0
39043,39043,1.0
49220,49220,1.0
2786,2786,1.0
2773,2773,1.0
38384,38384,1.0
40190,40190,1.0
41708,41708,1.0
42493,42493,1.0
1012,1012,1.0
16473,16473,1.0
17385,17385,1.0
1360,1360,1.0
9711,9711,1.0
7355,7355,1.0
2784,2784,1.0
32172,32172,1.0
20869,20869,1.0
27553,27553,1.0
106332,106332,1.0
48836,48836,1.0
41391,41391,1.0
2763,2763,1.0
2606,2606,1.0
2742,2742,1.0
8708,2494,0.28640330730362884
2779,2779,1.0
94800,94800,1.0
51601,51601,1.0
121750,121750,1.0
28337,28337,1.0
1354,1354,1.0
667,667,1.0
39853,39853,1.0
148317,148317,1.0
207439,207439,1.0
36748,36748,1.0
5310,5310,1.0
43783,43783,1.0
58638,58638,1.0
47399,47399,1.0
42415,42415,1.0
3018,3018,1.0
4693,4693,1.0
3051,3051,1.0
39786,39786,1.0
17663,17663,1.0
39166,39166,1.0
186250,186250,1.0
9540,9540,1.0
9463,9463,1.0
86462,86462,1.0
81755,81755,1.0
105903,105903,1.0
4302,4302,1.0
7965,7965,1.0
7965,7965,1.0
3024,3024,1.0
1262,1262,1.0
18855,18855,1.0
5129,5129,1.0
13782,13782,1.0
12133,12133,1.0
3904,3904,1.0
19176,1125,0.05866708385481852
6624,6624,1.0
6653,6653,1.0
34246,34246,1.0
171096,171096,1.0
5132,5132,1.0
4432,4432,1.0
221454,221454,1.0
4642,4642,1.0
30741,30741,1.0
5610,5610,1.0
4721,4721,1.0
4393,4393,1.0
10035,10035,1.0
4682,4682,1.0
2587,2587,1.0
5723,5723,1.0
1346,1346,1.0
75294,75294,1.0
7429,7429,1.0
235646,235646,1.0
7107,7107,1.0
15882,15882,1.0
36012,36012,1.0
5359,5359,1.0
15948,15948,1.0
2735,2735,1.0
15450,15450,1.0
11940,11940,1.0
15246,15246,1.0
9149,9149,1.0
18875,18875,1.0
355,355,1.0
781,781,1.0
615,615,1.0
10112,10112,1.0
38439,38439,1.0
140131,140131,1.0
9104,9104,1.0
11066,11066,1.0
65195,65195,1.0
8289,8289,1.0
7476,7476,1.0
5039,5039,1.0
20933,20933,1.0
41092,41092,1.0
11597,11597,1.0
8026,8026,1.0
150715,150715,1.0
1988,1988,1.0
7722,7722,1.0
8101,8101,1.0
131522,131522,1.0
29926,29926,1.0
14885,14885,1.0
647,647,1.0
2747,2747,1.0
196280,196280,1.0
2777,2777,1.0
7453,7453,1.0
2768,2768,1.0
34450,34450,1.0
45176,45176,1.0
252401,252401,1.0
178249,178249,1.0
8295,8295,1.0
36674,36674,1.0
6621,6621,1.0
63649,63649,1.0
3683,3683,1.0
40793,40793,1.0
9751,9751,1.0
12020,12020,1.0
6185,6185,1.0
15450,15450,1.0
14844,14844,1.0
7494,7494,1.0
5914,5914,1.0
46900,46900,1.0
6820,6820,1.0
7428,7428,1.0
1379,1379,1.0
37966,37966,1.0
7650,7650,1.0
1032,1032,1.0
1209,1209,1.0
166259,166259,1.0
2746,2746,1.0
194711,194711,1.0
7263,7263,1.0
7801,7801,1.0
2249,2249,1.0
2635,2635,1.0
7434,7434,1.0
131217,131217,1.0
3883,3883,1.0
5268,5268,1.0
34704,34704,1.0
11440,11440,1.0
130706,130706,1.0
172963,172963,1.0
180500,180500,1.0
55770,55770,1.0
18199,18199,1.0
39620,39620,1.0
42732,42732,1.0
43883,43883,1.0
44283,44283,1.0
41318,41318,1.0
45861,45861,1.0
43095,43095,1.0
44777,44777,1.0
43681,43681,1.0
45286,45286,1.0
43576,43576,1.0
43155,43155,1.0
43114,43114,1.0
41902,41902,1.0
42802,42802,1.0
41690,41690,1.0
43231,43231,1.0
42431,42431,1.0
43440,43440,1.0
138715,138715,1.0
1323,1323,1.0
13883,13883,1.0
37639,37639,1.0
9611,9611,1.0
39503,39503,1.0
8170,8170,1.0
149622,149622,1.0
9723,9723,1.0
6907,6907,1.0
5823,5823,1.0
6000,6000,1.0
2758,2758,1.0
2745,2745,1.0
1347,1347,1.0
9695,9695,1.0
30889,30889,1.0
6321,6321,1.0
1991,1991,1.0
8478,8478,1.0
2751,2751,1.0
46072,46072,1.0
5455,2785,0.5105407882676444
407339,407339,1.0
134394,134394,1.0
7009,7009,1.0
62730,62730,1.0
5470,5470,1.0
10429,10429,1.0
28475,28475,1.0
16494,16494,1.0
14954,14954,1.0
18954,18954,1.0
36615,36615,1.0
1358,1358,1.0
4530,4530,1.0
44856,44856,1.0
36466,36466,1.0
4375,4375,1.0
9035,9035,1.0
4975,4975,1.0
10940,10940,1.0
185683,185683,1.0
46219,46219,1.0
171823,171823,1.0
6181,6181,1.0
131384,131384,1.0
5230,5230,1.0
7412,7412,1.0
11034,11034,1.0
211215,211215,1.0
45251,45251,1.0
2757,2757,1.0
1365,1365,1.0
12807,12807,1.0
135135,135135,1.0
13952,13952,1.0
17635,17635,1.0
13936,13936,1.0
156487,156487,1.0
10305,10305,1.0
1354,1354,1.0
6582,6582,1.0
43785,43785,1.0
46643,46643,1.0
1354,1354,1.0
1350,1350,1.0
2745,2745,1.0
895,895,1.0
10046,10046,1.0
4094,4094,1.0
2745,2745,1.0
6607,6607,1.0
3962,3962,1.0
40867,40867,1.0
1331,1331,1.0
132959,132959,1.0
19212,19212,1.0
39104,39104,1.0
39199,39199,1.0
42999,42999,1.0
43365,43365,1.0
49639,49639,1.0
59446,59446,1.0
66015,66015,1.0
37974,37974,1.0
8197,8197,1.0
4431,4431,1.0
5486,5486,1.0
6068,6068,1.0
6071,6071,1.0
6039,6039,1.0
6068,6068,1.0
6068,6068,1.0
6065,6065,1.0
6051,6051,1.0
5538,5538,1.0
6259,6259,1.0
5486,5486,1.0
52162,52162,1.0
9544,9544,1.0
14462,14462,1.0
8226,8226,1.0
7454,7454,1.0
53325,53325,1.0
16067,16067,1.0
12333,12333,1.0
10375,10375,1.0
147544,147544,1.0
5079,5079,1.0
5278,5278,1.0
38239,38239,1.0
38194,38194,1.0
240596,7604,0.0316048479608971
7568,7568,1.0
7722,7722,1.0
8739,8739,1.0
9548,9548,1.0
9345,9345,1.0
190054,190054,1.0
7542,7542,1.0
2063,2063,1.0
7531,7531,1.0
126629,126629,1.0
8096,2440,0.30138339920948615
5172,2702,0.5224284609435421
5188,5188,1.0
44385,44385,1.0
104710,104710,1.0
7866,7866,1.0
191100,191100,1.0
7263,7263,1.0
7259,7259,1.0
30505,30505,1.0
74483,74483,1.0
70654,70654,1.0
56852,56852,1.0
68427,68427,1.0
64494,64494,1.0
69059,69059,1.0
64787,64787,1.0
34525,34525,1.0
42289,42289,1.0
52047,52047,1.0
67188,67188,1.0
56692,56692,1.0
78296,78296,1.0
153766,153766,1.0
161475,161475,1.0
231801,231801,1.0
220859,220859,1.0
2768,2768,1.0
5900,5900,1.0
7711,7711,1.0
6858,6858,1.0
84264,84264,1.0
38092,38092,1.0
8539,8539,1.0
2762,2762,1.0
198050,198050,1.0
8386,8386,1.0
135454,135454,1.0
3573,3573,1.0
177300,177300,1.0
7801,7801,1.0
7970,7970,1.0
5215,2790,0.5349952061361457
6485,6485,1.0
7382,7382,1.0
2767,2767,1.0
2784,2784,1.0
2752,2752,1.0
168041,168041,1.0
156922,156922,1.0
28538,28538,1.0
26537,26537,1.0
6279,6279,1.0
17039,17039,1.0
40938,40938,1.0
30510,30510,1.0
27453,27453,1.0
2744,2744,1.0
2744,2744,1.0
1898,1898,1.0
34683,34683,1.0
2792,2792,1.0
9890,9890,1.0
60238,60238,1.0
11545,11545,1.0
165890,165890,1.0
26660,26660,1.0
2756,2756,1.0
174059,174059,1.0
7522,7522,1.0
132239,132239,1.0
2035,2035,1.0
1962,1962,1.0
1358,1358,1.0
1380,1380,1.0
8281,8281,1.0
10851,10851,1.0
2728,2728,1.0
1357,1357,1.0
162109,162109,1.0
9004,9004,1.0
6662,6662,1.0
1346,1346,1.0
8380,8380,1.0
7393,7393,1.0
43128,43128,1.0
152372,152372,1.0
17481,17481,1.0
131204,131204,1.0
321240,321240,1.0
10837,10837,1.0
1367,1367,1.0
6485,6485,1.0
44061,44061,1.0
44857,44857,1.0
38564,38564,1.0
42271,42271,1.0
7390,7390,1.0
6794,6794,1.0
36415,36415,1.0
10510,10510,1.0
10793,10793,1.0
70153,70153,1.0
36019,36019,1.0
43420,43420,1.0
44041,44041,1.0
288047,288047,1.0
111953,111953,1.0
2762,2762,1.0
2745,2745,1.0
43265,43265,1.0
43282,43282,1.0
9816,9816,1.0
131331,131331,1.0
45445,45445,1.0
72415,72415,1.0
38197,38197,1.0
4172,4172,1.0
38528,38528,1.0
30286,30286,1.0
30482,30482,1.0
29114,29114,1.0
9499,9499,1.0
10815,10815,1.0
10755,10755,1.0
10874,10874,1.0
2742,2742,1.0
6395,6395,1.0
8855,8855,1.0
2728,2728,1.0
295146,295146,1.0
5261,5261,1.0
3245,3245,1.0
56538,56538,1.0
42572,42572,1.0
186262,186262,1.0
