genome_id,name,refseq_acc,bv_assembly_accession,subject_length,bv_len,sim,same_assembly,bv_genome_status,category
573.5363,,GCF_028527315.1,,5759226,,0.0881727857180808,False,,no current BV-BRC record
573.53502,Klebsiella pneumoniae S37_CRE38,GCF_027595745.1,GCA_027595745.1,5640356,5640356.0,0.0350321859116694,True,Complete,valid genome - discrepancy surfaced by CDGC
1134687.752,Klebsiella michiganensis 2563,GCF_027945215.1,GCA_027945215.1,6720861,6720861.0,0.1152812117376032,True,Complete,valid genome - discrepancy surfaced by CDGC
1590.3453,Lactiplantibacillus plantarum MWLp-12,GCF_028463965.1,GCA_028463965.1,3274303,3274303.0,0.0540066084293359,True,Complete,valid genome - discrepancy surfaced by CDGC
1681.1208,Bifidobacterium bifidum 1025st1_E4_1025SCRN_200924,GCF_028201935.1,GCA_028201935.1,2162904,2162904.0,0.0758665201969204,True,WGS,valid genome - discrepancy surfaced by CDGC
37734.283,Enterococcus casseliflavus CQFYY22-063,GCF_027944555.1,GCA_027944555.1,3512545,3512545.0,0.0470080810352607,True,Complete,valid genome - discrepancy surfaced by CDGC
47716.206,Streptomyces olivaceus DC10-5,GCF_027925645.1,GCA_027925645.1,8657427,8657427.0,0.4597491841398143,True,WGS,valid genome - discrepancy surfaced by CDGC
562.122255,Escherichia coli CUVM3,GCF_028551195.1,GCA_028551195.1,5407506,5407506.0,0.0777781846196749,True,Complete,valid genome - discrepancy surfaced by CDGC
562.121945,Escherichia coli DETEC-S565,GCF_027944655.1,GCA_027944655.1,5203101,5203101.0,0.0570159987284505,True,Complete,valid genome - discrepancy surfaced by CDGC
573.53487,Klebsiella pneumoniae KP0177,GCF_027584985.1,GCA_027584985.1,5692516,5692516.0,0.0693220712950126,True,WGS,valid genome - discrepancy surfaced by CDGC
573.53485,Klebsiella pneumoniae NR0694,GCF_027584835.1,GCA_027584835.1,5722891,5722891.0,0.0569123193155347,True,WGS,valid genome - discrepancy surfaced by CDGC
584.2451,Proteus mirabilis 258-1e,GCF_028463455.1,GCA_028463455.1,3956730,3956730.0,0.170395250623621,True,WGS,valid genome - discrepancy surfaced by CDGC
1134687.747,Klebsiella michiganensis 2022CK-00496,GCF_027577885.1,GCA_027577885.1,6367456,6367456.0,0.0683492748124211,True,Complete,valid genome - discrepancy surfaced by CDGC
1444.17,Bacillus thuringiensis serovar tenebrionis NB-176,GCF_027627765.1,GCA_027627765.1,6090597,6090597.0,0.1233432453337497,True,Complete,valid genome - discrepancy surfaced by CDGC
158836.2097,Enterobacter hormaechei 2020CK-00203,GCF_027886505.1,GCA_027886505.1,5139865,5139865.0,0.0782506933547865,True,Complete,valid genome - discrepancy surfaced by CDGC
287.28402,Pseudomonas aeruginosa PaLo500,GCF_027855815.1,GCA_027855815.1,6796517,6796517.0,0.4660821123525476,True,WGS,valid genome - discrepancy surfaced by CDGC
546.1622,Citrobacter freundii 2022CK-00369,GCF_023756145.1,GCA_023756145.2,5818666,5818666.0,0.1466504521826824,True,Complete,valid genome - discrepancy surfaced by CDGC
573.53575,Klebsiella pneumoniae CRKP_36,GCF_028220175.1,GCA_028220175.1,5985371,5985371.0,0.0982781184324246,True,Complete,valid genome - discrepancy surfaced by CDGC
573.53468,Klebsiella pneumoniae NR2074,GCF_027584415.1,GCA_027584415.1,5724953,5724953.0,0.0678150545515395,True,WGS,valid genome - discrepancy surfaced by CDGC
159.413,Brachyspira hyodysenteriae Bhyo_204,GCF_027586855.1,GCA_027586855.1,3122276,3122276.0,0.4925336517335431,True,WGS,valid genome - discrepancy surfaced by CDGC
573.53579,Klebsiella pneumoniae CRKP_41,GCF_028219935.1,GCA_028219935.1,6045520,6045520.0,0.1025761224840873,True,Complete,valid genome - discrepancy surfaced by CDGC
28026.1541,Bifidobacterium pseudocatenulatum BSD2780061689st1_E11_BSD2780061689_150309,GCF_028311605.1,GCA_028311605.1,2228306,2228306.0,0.2398880584623476,True,WGS,valid genome - discrepancy surfaced by CDGC
287.28396,Pseudomonas aeruginosa PaLo514,GCF_027855735.1,GCA_027855735.1,6667402,6667402.0,0.4186015782459195,True,WGS,valid genome - discrepancy surfaced by CDGC
2929500.4,Muricauda sp. SP22,GCF_028464265.1,GCA_028464265.1,3705613,3705613.0,0.1325343472186653,True,WGS,valid genome - discrepancy surfaced by CDGC
573.5364,,GCF_028554825.1,,6023682,,0.0755715524159475,False,,no current BV-BRC record
881268.6,Herbiconiux flava VKM Ac-2058,GCF_027922025.1,GCA_027922025.1,3840319,3840319.0,0.0028666889391219,True,WGS,valid genome - discrepancy surfaced by CDGC
1280.45023,Staphylococcus aureus BZ-26,GCF_027944125.1,GCA_027944125.1,2673942,2673942.0,0.4592579046217158,True,WGS,valid genome - discrepancy surfaced by CDGC
1681.1234,Bifidobacterium bifidum F3_hBSD2780061687b_210117,GCF_028202435.1,GCA_028202435.1,2166341,2166341.0,0.4056752838080431,True,WGS,valid genome - discrepancy surfaced by CDGC
28025.271,Bifidobacterium animalis AM04S-57,GCF_027662985.1,GCA_027662985.1,2000609,2000609.0,0.3900627258999634,True,WGS,valid genome - discrepancy surfaced by CDGC
287.28411,Pseudomonas aeruginosa PaLo23,GCF_027856055.1,GCA_027856055.1,7267925,7267925.0,0.4411717237038082,True,WGS,valid genome - discrepancy surfaced by CDGC
573.53481,Klebsiella pneumoniae NR5466,GCF_027584645.1,GCA_027584645.1,5830809,5830809.0,0.09774715652665,True,WGS,valid genome - discrepancy surfaced by CDGC
565034.12,Brachyspira hyodysenteriae WA1 strain WA1; ATCC 49526,GCF_000022105.1,GCA_000022105.1,3036634,35940.0,0.0118354730929048,True,Plasmid,plasmid (retrieval convention)
565040.11,Bifidobacterium longum subsp. infantis 157F,GCF_000196575.1,GCA_000196575.1,2408831,4895.0,0.0021296637248524,True,Plasmid,plasmid (retrieval convention)
573.15863,Klebsiella pneumoniae strain ATCC BAA-2146,GCF_000364385.3,GCA_000364385.3,5781501,140825.0,0.0282784695531489,True,Plasmid,plasmid (retrieval convention)
573.16196,Klebsiella pneumoniae strain DHQP1605752_NV,GCF_002211905.1,GCA_002211905.1,5816577,187721.0,0.0360168875955738,True,Plasmid,plasmid (retrieval convention)
573.16365,Klebsiella pneumoniae strain Kp52.145,GCF_000968155.1,GCA_000968155.1,5655684,121703.0,0.0279004272515932,True,Plasmid,plasmid (retrieval convention)
573065.19,Asticcacaulis excentricus CB 48 strain CS 48,GCF_000175215.2,GCA_000175215.2,4308776,244260.0,0.0587429005360223,True,Plasmid,plasmid (retrieval convention)
57743.174,Salmonella enterica subsp. enterica serovar Weltevreden strain 2511STDY5462388,GCF_001409135.1,GCA_001409135.1,5161692,98756.0,0.0251400122285483,True,Plasmid,plasmid (retrieval convention)
57743.175,Salmonella enterica subsp. enterica serovar Weltevreden strain 2511STDY5462413,GCF_001409195.1,GCA_001409195.1,5228621,98776.0,0.0243077476833757,True,Plasmid,plasmid (retrieval convention)
57743.178,Salmonella enterica subsp. enterica serovar Weltevreden strain 2511STDY5712384,GCF_001409155.1,GCA_001409155.1,4957530,82119.0,0.0223756588462399,True,Plasmid,plasmid (retrieval convention)
57743.176,Salmonella enterica subsp. enterica serovar Weltevreden strain 2511STDY5712385,GCF_001409175.1,GCA_001409175.1,5099111,84987.0,0.0166670229379199,True,Plasmid,plasmid (retrieval convention)
58121.5,Planotetraspora mira JCM 9131,GCF_042675365.1,,9094250,29158.0,0.0009756714407455,False,WGS,valid genome - discrepancy surfaced by CDGC
585054.21,Escherichia fergusonii ATCC 35469 strain type strain: ATCC 35469 strain ATCC 35469T,GCF_000026225.1,GCA_000026225.1,4643861,55150.0,0.0132206799471388,True,Plasmid,plasmid (retrieval convention)
588.36,Providencia stuartii strain ATCC 33672,GCF_000754345.1,GCA_000754345.1,4334817,48866.0,0.0112729095599652,True,Plasmid,plasmid (retrieval convention)
592010.4,Abiotrophia defectiva ATCC 49176,GCF_037041345.1,GCA_000160075.2,2045142,3479204.0,0.0069711540812325,False,WGS,valid genome - discrepancy surfaced by CDGC
592021.3,,GCF_000022865.1,,5503926,,0.0333903471812666,False,,no current BV-BRC record
592026.3,Catonella morbi ATCC 51271,GCF_000160035.2,GCA_000160035.2,3479204,2043439.0,0.0027279228237263,True,WGS,valid genome - discrepancy surfaced by CDGC
592027.6,Clostridium botulinum D str. 1873,GCF_000175395.3,GCA_000175395.2,2399201,107690.0,0.0521098482369755,True,Plasmid,plasmid (retrieval convention)
595495.29,Escherichia coli KO11FL,GCF_000258025.1,GCA_000258025.1,5027172,5360.0,0.0010662058111399,True,Plasmid,plasmid (retrieval convention)
615.2579,Serratia marcescens K700,GCF_028485935.1,GCA_028485935.1,5088434,5088434.0,0.4927291972343554,True,WGS,valid genome - discrepancy surfaced by CDGC
624.441,Shigella sonnei strain 144371,GCF_001256795.1,GCA_001256795.1,4759497,630197.0,0.1490684834973107,True,WGS,valid genome - discrepancy surfaced by CDGC
624.385,Shigella sonnei strain 144374,GCF_001255495.1,GCA_001255495.1,4764613,306668.0,0.0747315679153794,True,WGS,valid genome - discrepancy surfaced by CDGC
626935.49,Collinsella tanakaei AF21-11LB,GCF_027684525.1,GCA_027684525.1,2494567,2494567.0,0.4606434703898512,True,WGS,valid genome - discrepancy surfaced by CDGC
634500.12,Erwinia billingiae Eb661,GCF_000196615.1,GCA_000196615.1,5372268,169778.0,0.0327375700542117,True,Plasmid,plasmid (retrieval convention)
63737.33,Nostoc punctiforme PCC 73102 strain ATCC 29133; PCC 73102,GCF_000020025.1,GCA_000020025.1,9059191,354564.0,0.054931836628679,True,Plasmid,plasmid (retrieval convention)
637913.5,Helicobacter pylori v225d,GCF_000093185.1,GCA_000093185.1,1595604,7326.0,0.0045913647747185,True,Plasmid,plasmid (retrieval convention)
653045.19,Streptomyces violaceusniger Tu 4113,GCF_000147815.2,GCA_000147815.3,11138313,290055.0,0.0309779407348312,True,Plasmid,plasmid (retrieval convention)
663951.76,Staphylococcus aureus subsp. aureus TW20,GCF_000027045.1,GCA_000027045.1,3075806,29585.0,0.014965508227762,True,Plasmid,plasmid (retrieval convention)
665029.13,Erwinia amylovora CFBP1430 strain CFPB1430,GCF_000091565.1,GCA_000091565.1,3833832,28259.0,0.0073709541784825,True,Plasmid,plasmid (retrieval convention)
667015.7,Bacteroides salanitronis DSM 18170,GCF_000190575.1,GCA_000190575.1,4308663,40303.0,0.0093539457599724,True,Plasmid,plasmid (retrieval convention)
67258.3,Streptomyces cavourensis strain YBQ59,GCF_030027225.1,GCA_003260065.1,8126002,10232294.0,0.4536223348209858,False,WGS,valid genome - discrepancy surfaced by CDGC
682634.13,Serratia plymuthica 4Rx13,GCF_000176835.2,GCA_000176835.2,5403731,75721.0,0.0140258647219856,True,Plasmid,plasmid (retrieval convention)
695562.17,Lactobacillus amylovorus GRL1118,GCF_000194115.1,GCA_000194115.1,1977087,78145.0,0.0457041091262043,True,Plasmid,plasmid (retrieval convention)
69967.3,Macrococcus equipercicus strain ATCC 51831,GCF_004359525.2,GCA_004359525.1,2116155,2195586.0,0.2774862899929353,True,WGS,valid genome - discrepancy surfaced by CDGC
702113.18,Novosphingobium sp. PP1Y,GCF_000253255.1,GCA_000253255.1,5313905,1161602.0,0.2235079475451668,True,Plasmid,plasmid (retrieval convention)
70258.7,Staphylococcus piscifermentans strain DSM 7373,GCF_003970555.1,GCA_003970515.1,2633558,2711458.0,0.1422247013356075,False,WGS,valid genome - discrepancy surfaced by CDGC
714.651,Aggregatibacter actinomycetemcomitans strain SL7465,GCF_017160745.1,GCA_017160745.1,2337260,2337260.0,0.0505129938474966,True,WGS,valid genome - discrepancy surfaced by CDGC
714313.9,Lactobacillus sanfranciscensis TMW 1.1304,GCF_000225325.1,GCA_000225325.1,1375770,58739.0,0.0559424903872013,True,Plasmid,plasmid (retrieval convention)
745277.9,Rahnella aquatilis CIP 78.65 = ATCC 33071,GCF_000241955.1,GCA_000241955.1,5448900,463906.0,0.0892088311402301,True,Plasmid,plasmid (retrieval convention)
74707.3,Staphylococcus schleiferi subsp. schleiferi strain NCTC 12218,GCF_003968865.1,GCA_003968855.1,2473007,2896454.0,0.0888210182987755,False,WGS,valid genome - discrepancy surfaced by CDGC
76114.25,Aromatoleum aromaticum EbN1,GCF_000025965.1,GCA_000025965.1,4727255,223670.0,0.0697260883959084,True,Plasmid,plasmid (retrieval convention)
762051.24,Leuconostoc kimchii IMSNU 11154,GCF_000092505.1,GCA_000092505.1,2101787,29616.0,0.0180484511513297,True,Plasmid,plasmid (retrieval convention)
76860.45,Streptococcus constellatus AM109-96,GCF_027723325.1,GCA_027723325.1,1821433,1821433.0,0.460993075232523,True,WGS,valid genome - discrepancy surfaced by CDGC
83334.235,Escherichia coli O157:H7 strain JEONG-1266,GCF_001558995.2,GCA_001558995.2,5574593,95910.0,0.0257904029944428,True,Plasmid,plasmid (retrieval convention)
861360.22,Glutamicibacter arilaitensis Re117,GCF_000197735.1,GCA_000197735.1,3918192,50407.0,0.0253611869964514,True,Plasmid,plasmid (retrieval convention)
86667.3,Jeotgalibacillus marinus strain DSM 1297,GCF_040801915.1,GCF_001274925.1,3521308,4099760.0,0.0187558146007108,False,WGS,valid genome - discrepancy surfaced by CDGC
866895.14,Halobacillus halophilus DSM 2266 strain type strain: DSM 2266,GCF_000284515.1,GCA_000284515.1,4170008,16047.0,0.0038481940562224,True,Plasmid,plasmid (retrieval convention)
87626.5,Pseudoalteromonas tunicata D2,GCF_000153245.1,GCA_000153245.1,4994813,1476189.0,0.3108334586299827,True,WGS,valid genome - discrepancy surfaced by CDGC
90105.129,Salmonella enterica subsp. enterica serovar Saintpaul strain SA20031783,GCF_002234735.2,GCA_002234735.1,4906886,131583.0,0.0268159887961529,True,Plasmid,plasmid (retrieval convention)
907237.6,Helicobacter pylori Lithuania75,GCF_000185225.1,GCA_000185225.1,1640673,16029.0,0.0101238942799692,True,Plasmid,plasmid (retrieval convention)
909946.25,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,GCF_000188735.1,GCA_000188735.1,5067451,93842.0,0.0189696950202379,True,Plasmid,plasmid (retrieval convention)
91891.5,,GCF_000306865.1,,3617686,,0.0446813239181067,False,,no current BV-BRC record
925775.6,Xanthomonas vesicatoria ATCC 35937 strain LMG911,GCF_001908725.1,GCA_001908725.1,5349905,192558.0,0.0390962082504268,True,Plasmid,plasmid (retrieval convention)
93060.21,Prochlorococcus marinus str. MIT 9215,GCF_000018065.1,GCA_949486985.1,1738790,1869531.0,0.0061191978329758,False,WGS,valid genome - discrepancy surfaced by CDGC
977880.27,Cupriavidus taiwanensis LMG 19424 strain LMG19424,GCF_000069785.1,GCA_000069785.1,6476522,557200.0,0.0889624091449083,True,Plasmid,plasmid (retrieval convention)
999552.18,Leisingera methylohalidivorans DSM 14336 strain DSM 14336; MB2,GCF_000511355.1,GCA_000511355.1,4650996,285395.0,0.0657153865537618,True,Plasmid,plasmid (retrieval convention)
372461.25,Buchnera aphidicola BCc,GCF_000090965.1,GCA_000090965.1,422434,6054.0,0.0143312328079652,True,Plasmid,plasmid (retrieval convention)
37329.11,Nocardia farcinica strain NCTC11134,GCF_001182745.1,GCA_001182745.2,6459780,2657929.0,0.4303519624507336,True,Plasmid,plasmid (retrieval convention)
375451.4,,GCF_000014045.1,,4331234,,0.0245816781083635,False,,no current BV-BRC record
382640.9,Bartonella tribocorum CIP 105476 strain type strain:506 = CIP105476 strain type strain:506 = CIP 105476,GCF_000196435.1,GCA_000196435.1,2642404,23343.0,0.0416666035927889,True,Plasmid,plasmid (retrieval convention)
387.131,Rhizobium leguminosarum bv. viciae strain BIHB 1217,GCF_002243365.1,GCA_002243365.1,7952546,1169137.0,0.1557946348251239,True,Plasmid,plasmid (retrieval convention)
391619.37,Phaeobacter inhibens DSM 17395,GCF_000154765.2,GCA_000154765.2,4227134,261820.0,0.0681636778015553,True,Plasmid,plasmid (retrieval convention)
395930.4,Devosia subaequoris strain HST3-14,GCF_024158985.1,GCF_000971285.1,3771230,4147678.0,0.2890879103104292,False,WGS,valid genome - discrepancy surfaced by CDGC
39691.9,Mycolicibacterium moriokaense strain DSM 44221,GCF_025822185.1,GCA_003347205.1,6199988,7123288.0,0.3887023652303843,False,WGS,valid genome - discrepancy surfaced by CDGC
398053.6,Mucilaginibacter ginsenosidivorans JCM 17081,GCF_042429345.1,,5331679,3884661.0,9.73426944870462e-05,False,WGS,valid genome - discrepancy surfaced by CDGC
413503.3,,GCF_000504545.1,,4559945,,0.0278821345432894,False,,no current BV-BRC record
413999.26,Clostridium botulinum A str. ATCC 3502,GCF_000063585.1,GCA_000063585.1,3903260,16344.0,0.0041872691032624,True,Plasmid,plasmid (retrieval convention)
443218.13,Hoyosella subflava DQS3-9A1,GCF_000214175.1,GCA_000214175.1,4863490,106784.0,0.0226072223855708,True,Plasmid,plasmid (retrieval convention)
445983.54,Borreliella burgdorferi 156a,GCF_000181555.2,,1469834,53885.0,0.0376471084489813,False,Plasmid,plasmid (retrieval convention)
445985.45,Borreliella burgdorferi ZS7,GCF_000021405.1,GCA_000021405.1,1345494,53615.0,0.0404334764777843,True,Plasmid,plasmid (retrieval convention)
445986.33,Borreliella afzelii ACA-1,GCF_000170935.2,,1353819,60749.0,0.0538631825967873,False,Plasmid,plasmid (retrieval convention)
450394.9,Staphylococcus aureus subsp. aureus USA300_TCH959,GCF_000153665.1,GCA_000153665.1,2845480,20413.0,0.0111622643631302,True,Plasmid,plasmid (retrieval convention)
451756.7,Clostridium perfringens CPE str. F4969,GCF_000171195.1,,3510272,70480.0,0.0194164440818261,False,Plasmid,plasmid (retrieval convention)
456481.32,Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)' strain Patoc 1 (Paris) strain Patoc 1 (Paris) strain Patoc 1 (Paris),GCF_000017685.1,GCA_000017685.1,3951448,74116.0,0.0209462455282215,True,Plasmid,plasmid (retrieval convention)
457400.3,Escherichia sp. 1_1_43,GCF_000159895.2,GCA_000159895.2,4836424,2235585.0,0.4575920142650851,True,WGS,valid genome - discrepancy surfaced by CDGC
45972.57,Staphylococcus pasteuri strain DSM 10656,GCF_003970495.1,GCA_003970575.1,2462952,2605275.0,0.1286578057550451,False,WGS,valid genome - discrepancy surfaced by CDGC
469602.13,Fusobacterium nucleatum subsp. vincentii 3_1_27,GCF_000163915.2,GCA_000163915.2,2190228,15921.0,0.0076539976659964,True,Plasmid,plasmid (retrieval convention)
470.4463,Acinetobacter baumannii strain BAL062,GCF_900088705.1,GCA_900088705.1,4050765,8015.0,0.0019786386028318,True,Plasmid,plasmid (retrieval convention)
470.4451,Acinetobacter baumannii strain C2,GCF_900117505.2,,3818097,6078.0,0.001591630595032,False,Plasmid,plasmid (retrieval convention)
