col1,col2,col3,col4,col5,col6,col7,query_fna,subject_fna,query_length,subject_length,blast_output,n_of_-7,n_of_-6,n_of_-5,n_of_-4,n_of_-3,n_of_-2,n_of_-1,n_of_0,n_of_1,n_of_2,n_of_3,n_of_4,n_of_5,n_of_6,n_of_7,binary_filename
2037,106590,NH9,106590.8,4,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/011/925/GCF_002011925.2_ASM201192v2,4,106590.8.fna,GCF_002011925.2_ASM201192v2_genomic.fna, 8246935, 8246935,106590.8.fna_vs_GCF_002011925.2_ASM201192v2_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,8246935,0,0,0,0,0,0,106590_subject_array_1739418521.bin
2041,106592,CTYH.Ch1,106592.93,4,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/993/555/GCF_028993555.1_ASM2899355v1,4,106592.93.fna,GCF_028993555.1_ASM2899355v1_genomic.fna, 7773605, 7773605,106592.93.fna_vs_GCF_028993555.1_ASM2899355v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,7773605,0,0,0,0,0,0,106592_subject_array_1739418524.bin
2046,106592,E-60,106592.83,4,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/405/145/GCF_020405145.1_ASM2040514v1,4,106592.83.fna,GCF_020405145.1_ASM2040514v1_genomic.fna, 7489550, 7489550,106592.83.fna_vs_GCF_020405145.1_ASM2040514v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,7489550,0,0,0,0,0,0,106592_subject_array_1739418527.bin
2057,106592,W2-A26,106592.82,4,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/131/385/GCF_020131385.1_ASM2013138v1,4,106592.82.fna,GCF_020131385.1_ASM2013138v1_genomic.fna, 8363985, 8363985,106592.82.fna_vs_GCF_020131385.1_ASM2013138v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,8363985,0,0,0,0,0,0,106592_subject_array_1739418530.bin
2163,106654,11J360,106654.366,4,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/322/945/GCF_030322945.1_ASM3032294v1,4,106654.366.fna,GCF_030322945.1_ASM3032294v1_genomic.fna, 4344035, 4344035,106654.366.fna_vs_GCF_030322945.1_ASM3032294v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,4344035,0,0,0,0,0,0,106654_subject_array_1739418533.bin
2186,106654,6411,106654.21,4,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/814/165/GCF_000814165.3_ASM81416v3,4,106654.21.fna,GCF_000814165.3_ASM81416v3_genomic.fna, 4061750, 4061750,106654.21.fna_vs_GCF_000814165.3_ASM81416v3_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,4061750,0,0,0,0,0,0,106654_subject_array_1739418534.bin
2247,106654,AN1,106654.201,4,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/218/925/GCF_014218925.1_ASM1421892v1,4,106654.201.fna,GCF_014218925.1_ASM1421892v1_genomic.fna, 4172994, 4172994,106654.201.fna_vs_GCF_014218925.1_ASM1421892v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,4172994,0,0,0,0,0,0,106654_subject_array_1739418536.bin
2765,1074311,04Ya108,1074311.13,4,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/670/485/GCF_019670485.1_ASM1967048v1,4,1074311.13.fna,GCF_019670485.1_ASM1967048v1_genomic.fna, 5263018, 5263018,1074311.13.fna_vs_GCF_019670485.1_ASM1967048v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,5263018,0,0,0,0,0,0,1074311_subject_array_1739418539.bin
2766,1074311,04Ya249,1074311.12,4,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/670/025/GCF_019670025.1_ASM1967002v1,4,1074311.12.fna,GCF_019670025.1_ASM1967002v1_genomic.fna, 5232264, 5232264,1074311.12.fna_vs_GCF_019670025.1_ASM1967002v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,5232264,0,0,0,0,0,0,1074311_subject_array_1739418542.bin
3003,1078021,FWSEC0010,1078021.3,4,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/014/055/GCF_005014055.1_ASM501405v1,4,1078021.3.fna,GCF_005014055.1_ASM501405v1_genomic.fna, 5131000, 5131000,1078021.3.fna_vs_GCF_005014055.1_ASM501405v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,5131000,0,0,0,0,0,0,1078021_subject_array_1739418544.bin
3185,1080225,DSM 25027,1080225.3,4,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/001/695/GCF_003001695.1_ASM300169v1,4,1080225.3.fna,GCF_003001695.1_ASM300169v1_genomic.fna, 4376054, 4376054,1080225.3.fna_vs_GCF_003001695.1_ASM300169v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,4376054,0,0,0,0,0,0,1080225_subject_array_1739418546.bin
3417,108619,CVM 24374,108619.333,4,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/454/345/GCF_016454345.1_ASM1645434v1,4,108619.333.fna,GCF_016454345.1_ASM1645434v1_genomic.fna, 4964909, 4964909,108619.333.fna_vs_GCF_016454345.1_ASM1645434v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,4964909,0,0,0,0,0,0,108619_subject_array_1739418548.bin
3424,108619,ClinicalA2,108619.397,4,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/033/598/015/GCF_033598015.1_ASM3359801v1,4,108619.397.fna,GCF_033598015.1_ASM3359801v1_genomic.fna, 4784941, 4784941,108619.397.fna_vs_GCF_033598015.1_ASM3359801v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,4784941,0,0,0,0,0,0,108619_subject_array_1739418549.bin
3715,1090316,C3,1090316.5,4,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/371/765/GCF_000371765.1_ASM37176v1,4,1090316.5.fna,GCF_000371765.1_ASM37176v1_genomic.fna, 3929644, 3929644,1090316.5.fna_vs_GCF_000371765.1_ASM37176v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,3929644,0,0,0,0,0,0,1090316_subject_array_1739418552.bin
3718,1090319,FA2,1090319.3,4,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/427/645/GCF_000427645.1_ASM42764v1,4,1090319.3.fna,GCF_000427645.1_ASM42764v1_genomic.fna, 3920099, 3920299,1090319.3.fna_vs_GCF_000427645.1_ASM42764v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,196,3920100,0,0,0,3,0,0,1090319_subject_array_1739418555.bin
3749,1094,GrTcv12,1094.6,4,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/634/005/GCF_008634005.1_ASM863400v1,4,1094.6.fna,GCF_008634005.1_ASM863400v1_genomic.fna, 2313465, 2313465,1094.6.fna_vs_GCF_008634005.1_ASM863400v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,2313465,0,0,0,0,0,0,1094_subject_array_1739418556.bin
3927,1096997,BJAB0868,1096997.4,4,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/419/425/GCF_000419425.1_ASM41942v1,4,1096997.4.fna,GCF_000419425.1_ASM41942v1_genomic.fna, 4005822, 4005822,1096997.4.fna_vs_GCF_000419425.1_ASM41942v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,4005822,0,0,0,0,0,0,1096997_subject_array_1739418558.bin
4301,1111115,DRP 35,1111115.3,4,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/685/395/GCF_025685395.1_ASM2568539v1,4,1111115.3.fna,GCF_025685395.1_ASM2568539v1_genomic.fna, 4359123, 4359123,1111115.3.fna_vs_GCF_025685395.1_ASM2568539v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,4359123,0,0,0,0,0,0,1111115_subject_array_1739418559.bin
5107,1121385,DSM 11295,1121385.3,4,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/376/825/GCF_000376825.1_ASM37682v1,4,1121385.3.fna,GCF_000376825.1_ASM37682v1_genomic.fna, 3574772, 3574772,1121385.3.fna_vs_GCF_000376825.1_ASM37682v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,3574772,0,0,0,0,0,0,1121385_subject_array_1739418561.bin
5275,1122134,DSM 16071,1122134.4,4,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/374/105/GCF_000374105.1_ASM37410v1,4,1122134.4.fna,GCF_000374105.1_ASM37410v1_genomic.fna, 2681248, 2681803,1122134.4.fna_vs_GCF_000374105.1_ASM37410v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,555,2681248,0,0,0,0,0,0,1122134_subject_array_1739418562.bin
5389,1122613,DSM 11625,1122613.3,4,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/420/265/GCF_000420265.1_ASM42026v1,4,1122613.3.fna,GCF_000420265.1_ASM42026v1_genomic.fna, 3018426, 3018426,1122613.3.fna_vs_GCF_000420265.1_ASM42026v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,3018426,0,0,0,0,0,0,1122613_subject_array_1739418563.bin
5646,1123383,DSM 9442,1123383.3,4,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/345/GCF_000621345.1_ASM62134v1,4,1123383.3.fna,GCF_000621345.1_ASM62134v1_genomic.fna, 2153571, 2156227,1123383.3.fna_vs_GCF_000621345.1_ASM62134v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,2652,2153575,0,0,0,0,0,0,1123383_subject_array_1739418564.bin
5756,1124936,41578,1124936.4,4,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/648/795/GCF_009648795.1_ASM964879v1,4,1124936.4.fna,GCF_009648795.1_ASM964879v1_genomic.fna, 4951478, 4951840,1124936.4.fna_vs_GCF_009648795.1_ASM964879v1_genomic.fna_blast.xml,0,0,2,0,0,0,17,45,4833837,0,29,66,117844,0,0,1124936_subject_array_1739418566.bin
5851,1126616,DOA1,1126616.3,4,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/593/325/GCF_001593325.1_ASM159332v1,4,1126616.3.fna,GCF_001593325.1_ASM159332v1_genomic.fna, 7543105, 7543105,1126616.3.fna_vs_GCF_001593325.1_ASM159332v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,117677,7425400,0,0,6,22,0,0,1126616_subject_array_1739418569.bin
5931,1128334,CCBAU 83666,1128334.9,4,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/288/485/GCF_002288485.1_ASM228848v1,4,1128334.9.fna,GCF_002288485.1_ASM228848v1_genomic.fna, 7083389, 7083389,1128334.9.fna_vs_GCF_002288485.1_ASM228848v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,7083389,0,0,0,0,0,0,1128334_subject_array_1739418573.bin
6040,1131813,88A,1131813.3,4,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/376/345/GCF_000376345.1_ASM37634v1,4,1131813.3.fna,GCF_000376345.1_ASM37634v1_genomic.fna, 4889301, 4889301,1131813.3.fna_vs_GCF_000376345.1_ASM37634v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,4889301,0,0,0,0,0,0,1131813_subject_array_1739418575.bin
6048,1132444,SV97,1132444.3,4,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/372/845/GCF_000372845.1_ASM37284v1,4,1132444.3.fna,GCF_000372845.1_ASM37284v1_genomic.fna, 3911850, 3912050,1132444.3.fna_vs_GCF_000372845.1_ASM37284v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,187,3911863,0,0,0,0,0,0,1132444_subject_array_1739418576.bin
6078,1133852,2011C-3493,1133852.3,4,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/299/455/GCF_000299455.1_ASM29945v1,4,1133852.3.fna,GCF_000299455.1_ASM29945v1_genomic.fna, 5437407, 5437407,1133852.3.fna_vs_GCF_000299455.1_ASM29945v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,5437407,0,0,0,0,0,0,1133852_subject_array_1739418579.bin
6090,1134457,TAIHU98,1134457.3,4,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/330/925/GCF_000330925.1_MicAerT1.0,4,1134457.3.fna,GCF_000330925.1_MicAerT1.0_genomic.fna, 4849611, 4849611,1134457.3.fna_vs_GCF_000330925.1_MicAerT1.0_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,4849611,0,0,0,0,0,0,1134457_subject_array_1739418582.bin
6130,1134687,2022CK-00497,1134687.746,4,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/967/695/GCF_026967695.1_ASM2696769v1,4,1134687.746.fna,GCF_026967695.1_ASM2696769v1_genomic.fna, 6181076, 6181076,1134687.746.fna_vs_GCF_026967695.1_ASM2696769v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,6181076,0,0,0,0,0,0,1134687_subject_array_1739418585.bin
6264,1134687,BD-50-Km,1134687.258,4,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/618/215/GCF_016618215.1_ASM1661821v1,4,1134687.258.fna,GCF_016618215.1_ASM1661821v1_genomic.fna, 6865058, 6865058,1134687.258.fna_vs_GCF_016618215.1_ASM1661821v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,6865058,0,0,0,0,0,0,1134687_subject_array_1739418588.bin
6295,1134687,CPO282,1134687.837,4,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/283/905/GCF_030283905.1_ASM3028390v1,4,1134687.837.fna,GCF_030283905.1_ASM3028390v1_genomic.fna, 6863827, 6863827,1134687.837.fna_vs_GCF_030283905.1_ASM3028390v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,6863827,0,0,0,0,0,0,1134687_subject_array_1739418592.bin
6387,1134687,K516,1134687.22,4,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/216/835/GCF_002216835.1_ASM221683v1,4,1134687.22.fna,GCF_002216835.1_ASM221683v1_genomic.fna, 6418740, 6418740,1134687.22.fna_vs_GCF_002216835.1_ASM221683v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,6418740,0,0,0,0,0,0,1134687_subject_array_1739418595.bin
6388,1134687,K518,1134687.24,4,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/290/285/GCF_002290285.1_ASM229028v1,4,1134687.24.fna,GCF_002290285.1_ASM229028v1_genomic.fna, 6418567, 6418567,1134687.24.fna_vs_GCF_002290285.1_ASM229028v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,6418567,0,0,0,0,0,0,1134687_subject_array_1739418598.bin
6405,1134687,KLO00023,1134687.242,4,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/721/435/GCF_015721435.1_ASM1572143v1,4,1134687.242.fna,GCF_015721435.1_ASM1572143v1_genomic.fna, 6503460, 6503460,1134687.242.fna_vs_GCF_015721435.1_ASM1572143v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,6503460,0,0,0,0,0,0,1134687_subject_array_1739418601.bin
6442,1134687,Kox101,1134687.630,4,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/228/755/GCF_021228755.1_ASM2122875v1,4,1134687.630.fna,GCF_021228755.1_ASM2122875v1_genomic.fna, 6472862, 6472862,1134687.630.fna_vs_GCF_021228755.1_ASM2122875v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,6472862,0,0,0,0,0,0,1134687_subject_array_1739418604.bin
6444,1134687,Kox58,1134687.629,4,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/228/695/GCF_021228695.1_ASM2122869v1,4,1134687.629.fna,GCF_021228695.1_ASM2122869v1_genomic.fna, 6355275, 6355275,1134687.629.fna_vs_GCF_021228695.1_ASM2122869v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,6355275,0,0,0,0,0,0,1134687_subject_array_1739418607.bin
6580,1134782,2009EL-2050,1134782.3,4,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/299/255/GCF_000299255.1_ASM29925v1,4,1134782.3.fna,GCF_000299255.1_ASM29925v1_genomic.fna, 5438174, 5438174,1134782.3.fna_vs_GCF_000299255.1_ASM29925v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,5438174,0,0,0,0,0,0,1134782_subject_array_1739418609.bin
6645,113557,MGB0245,113557.11,4,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/476/075/GCF_015476075.1_ASM1547607v1,4,113557.11.fna,GCF_015476075.1_ASM1547607v1_genomic.fna, 3186130, 3186130,113557.11.fna_vs_GCF_015476075.1_ASM1547607v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,3186130,0,0,0,0,0,0,113557_subject_array_1739418611.bin
6677,113574,GJ21,113574.3,4,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/006/785/GCF_001006785.1_APN_PRJEB7670_v1,4,113574.3.fna,GCF_001006785.1_APN_PRJEB7670_v1_genomic.fna, 3842833, 3842833,113574.3.fna_vs_GCF_001006785.1_APN_PRJEB7670_v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,3842833,0,0,0,0,0,0,113574_subject_array_1739418612.bin
