col1,col2,col3,col4,col5,col6,col7,query_fna,subject_fna,query_length,subject_length,blast_output,n_of_-7,n_of_-6,n_of_-5,n_of_-4,n_of_-3,n_of_-2,n_of_-1,n_of_0,n_of_1,n_of_2,n_of_3,n_of_4,n_of_5,n_of_6,n_of_7,binary_filename
153,1004954,S2,1004954.6,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/600/055/GCF_000600055.1_ASM60005v1,2,1004954.6.fna,GCF_000600055.1_ASM60005v1_genomic.fna, 3315275, 3315275,1004954.6.fna_vs_GCF_000600055.1_ASM60005v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,3315275,0,0,0,0,0,0,1004954_subject_array_1738727596.bin
161,1005058,UMN179,1005058.3,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/209/675/GCF_000209675.1_ASM20967v1,2,1005058.3.fna,GCF_000209675.1_ASM20967v1_genomic.fna, 2694139, 2694139,1005058.3.fna_vs_GCF_000209675.1_ASM20967v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,2694139,0,0,0,0,0,0,1005058_subject_array_1738727597.bin
319,1005665,FY-07,1005665.11,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/886/705/GCF_027886705.1_ASM2788670v1,2,1005665.11.fna,GCF_027886705.1_ASM2788670v1_genomic.fna,   13963, 5132919,1005665.11.fna_vs_GCF_027886705.1_ASM2788670v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,5118956,13963,0,0,0,0,0,0,1005665_subject_array_1738727598.bin
338,1006,NBRC 15989,1006.10,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/493/055/GCF_036493055.1_ASM3649305v1,2,1006.10.fna,GCF_036493055.1_ASM3649305v1_genomic.fna, 4535079, 4535079,1006.10.fna_vs_GCF_036493055.1_ASM3649305v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,4535079,0,0,0,0,0,0,1006_subject_array_1738727599.bin
343,1006004,DSM 4586,1006004.12,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/169/445/GCF_024169445.1_ASM2416944v1,2,1006004.12.fna,GCF_024169445.1_ASM2416944v1_genomic.fna, 5293347, 5293347,1006004.12.fna_vs_GCF_024169445.1_ASM2416944v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,5293347,0,0,0,0,0,0,1006004_subject_array_1738727602.bin
361,1007105,T7-7,1007105.3,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/209/655/GCF_000209655.1_ASM20965v1,2,1007105.3.fna,GCF_000209655.1_ASM20965v1_genomic.fna, 3924810, 3924810,1007105.3.fna_vs_GCF_000209655.1_ASM20965v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,3924810,0,0,0,0,0,0,1007105_subject_array_1738727603.bin
370,1008297,798,1008297.7,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/252/875/GCF_000252875.1_ASM25287v1,2,1008297.7.fna,GCF_000252875.1_ASM25287v1_genomic.fna, 4970096, 4970096,1008297.7.fna_vs_GCF_000252875.1_ASM25287v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,4970096,0,0,0,0,0,0,1008297_subject_array_1738727605.bin
424,1009682,HS-3,1009682.3,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/140/455/GCF_015140455.1_ASM1514045v1,2,1009682.3.fna,GCF_015140455.1_ASM1514045v1_genomic.fna, 3398643, 3398643,1009682.3.fna_vs_GCF_015140455.1_ASM1514045v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,3398643,0,0,0,0,0,0,1009682_subject_array_1738727607.bin
426,1009846,GG4,1009846.3,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/292/915/GCF_000292915.1_ASM29291v1,2,1009846.3.fna,GCF_000292915.1_ASM29291v1_genomic.fna, 6467321, 6467321,1009846.3.fna_vs_GCF_000292915.1_ASM29291v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,6467321,0,0,0,0,0,0,1009846_subject_array_1738727609.bin
454,1015,NCTC11660,1015.3,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/445/655/GCF_900445655.1_51184_H02,2,1015.3.fna,GCF_900445655.1_51184_H02_genomic.fna, 2331468, 2331468,1015.3.fna_vs_GCF_900445655.1_51184_H02_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,2331468,0,0,0,0,0,0,1015_subject_array_1738727610.bin
458,101564,ATCC BAA-571,101564.18,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/033/842/905/GCF_033842905.1_ASM3384290v1,2,101564.18.fna,GCF_033842905.1_ASM3384290v1_genomic.fna, 5411334, 5411334,101564.18.fna_vs_GCF_033842905.1_ASM3384290v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,5411334,0,0,0,0,0,0,101564_subject_array_1738727612.bin
760,1016987,THN1,1016987.3,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/454/795/GCF_003454795.1_ASM345479v1,2,1016987.3.fna,GCF_003454795.1_ASM345479v1_genomic.fna, 4649073, 4649073,1016987.3.fna_vs_GCF_003454795.1_ASM345479v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,4649073,0,0,0,0,0,0,1016987_subject_array_1738727614.bin
774,1017270,TL8,1017270.22,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/348/285/GCF_030348285.1_ASM3034828v1,2,1017270.22.fna,GCF_030348285.1_ASM3034828v1_genomic.fna, 5164310, 5164310,1017270.22.fna_vs_GCF_030348285.1_ASM3034828v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,5164310,0,0,0,0,0,0,1017270_subject_array_1738727616.bin
775,1017270,b19,1017270.21,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/348/905/GCF_030348905.1_ASM3034890v1,2,1017270.21.fna,GCF_030348905.1_ASM3034890v1_genomic.fna, 5395282, 5395282,1017270.21.fna_vs_GCF_030348905.1_ASM3034890v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,5395282,0,0,0,0,0,0,1017270_subject_array_1738727618.bin
793,1019,H6490,1019.6,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/312/885/GCF_002312885.1_ASM231288v1,2,1019.6.fna,GCF_002312885.1_ASM231288v1_genomic.fna, 2963948, 2963948,1019.6.fna_vs_GCF_002312885.1_ASM231288v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,2963948,0,0,0,0,0,0,1019_subject_array_1738727619.bin
807,102608,F32,102608.4,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/270/045/GCF_000270045.1_ASM27004v1,2,102608.4.fna,GCF_000270045.1_ASM27004v1_genomic.fna, 1581461, 1581461,102608.4.fna_vs_GCF_000270045.1_ASM27004v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,1581461,0,0,0,0,0,0,102608_subject_array_1738727620.bin
809,102617,SS1,102617.11,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/005/525/GCF_002005525.1_ASM200552v1,2,102617.11.fna,GCF_002005525.1_ASM200552v1_genomic.fna, 1624943, 1624943,102617.11.fna_vs_GCF_002005525.1_ASM200552v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,1624943,0,0,0,0,0,0,102617_subject_array_1738727621.bin
833,102684,NCTC13760,102684.34,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/459/445/GCF_900459445.1_44927_G01,2,102684.34.fna,GCF_900459445.1_44927_G01_genomic.fna, 1974692, 1974692,102684.34.fna_vs_GCF_900459445.1_44927_G01_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,1974692,0,0,0,0,0,0,102684_subject_array_1738727621.bin
870,102862,S178-2,102862.26,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/369/495/GCF_022369495.1_ASM2236949v1,2,102862.26.fna,GCF_022369495.1_ASM2236949v1_genomic.fna, 4023090, 4023090,102862.26.fna_vs_GCF_022369495.1_ASM2236949v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,4023090,0,0,0,0,0,0,102862_subject_array_1738727623.bin
882,1028800,HAMBI 540,1028800.3,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/731/315/GCF_000731315.1_RG540_Ch_pA,2,1028800.3.fna,GCF_000731315.1_RG540_Ch_pA_genomic.fna, 6455027, 6455027,1028800.3.fna_vs_GCF_000731315.1_RG540_Ch_pA_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,6455027,0,0,0,0,0,0,1028800_subject_array_1738727625.bin
887,102886,LBVP101/21,102886.11,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/848/225/GCF_030848225.1_ASM3084822v1,2,102886.11.fna,GCF_030848225.1_ASM3084822v1_genomic.fna, 1983925, 1983925,102886.11.fna_vs_GCF_030848225.1_ASM3084822v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,183,1983742,0,0,0,0,0,0,102886_subject_array_1738727626.bin
904,1029825,NI,1029825.4,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/227/645/GCF_000227645.1_ASM22764v1,2,1029825.4.fna,GCF_000227645.1_ASM22764v1_genomic.fna, 3294475, 3294475,1029825.4.fna_vs_GCF_000227645.1_ASM22764v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,3294475,0,0,0,0,0,0,1029825_subject_array_1738727627.bin
941,1031542,LMG 24380,1031542.11,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/245/045/GCF_008245045.1_ASM824504v1,2,1031542.11.fna,GCF_008245045.1_ASM824504v1_genomic.fna, 1532062, 1532062,1031542.11.fna_vs_GCF_008245045.1_ASM824504v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,1532062,0,0,0,0,0,0,1031542_subject_array_1738727628.bin
956,1031711,Po82,1031711.3,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/215/325/GCF_000215325.1_ASM21532v1,2,1031711.3.fna,GCF_000215325.1_ASM21532v1_genomic.fna, 5430263, 5430263,1031711.3.fna_vs_GCF_000215325.1_ASM21532v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,5430263,0,0,0,0,0,0,1031711_subject_array_1738727630.bin
966,1032070,ATCC 43158,1032070.4,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/660/105/GCF_003660105.1_ASM366010v1,2,1032070.4.fna,GCF_003660105.1_ASM366010v1_genomic.fna, 2108340, 2108340,1032070.4.fna_vs_GCF_003660105.1_ASM366010v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,2108340,0,0,0,0,0,0,1032070_subject_array_1738727630.bin
967,1032070,LMG 9904,1032070.5,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/165/035/GCF_006165035.1_ASM616503v1,2,1032070.5.fna,GCF_006165035.1_ASM616503v1_genomic.fna, 2107083, 2107083,1032070.5.fna_vs_GCF_006165035.1_ASM616503v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,2008,2105075,0,0,0,0,0,0,1032070_subject_array_1738727631.bin
971,1032238,LMG 24559,1032238.5,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/346/775/GCF_003346775.1_ASM334677v1,2,1032238.5.fna,GCF_003346775.1_ASM334677v1_genomic.fna, 3037595, 3037595,1032238.5.fna_vs_GCF_003346775.1_ASM334677v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,3037595,0,0,0,0,0,0,1032238_subject_array_1738727632.bin
976,1032242,RM10537,1032242.3,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/369/435/GCF_022369435.1_ASM2236943v1,2,1032242.3.fna,GCF_022369435.1_ASM2236943v1_genomic.fna, 1516908, 1516908,1032242.3.fna_vs_GCF_022369435.1_ASM2236943v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,1516908,0,0,0,0,0,0,1032242_subject_array_1738727633.bin
1011,1033922,WB1,1033922.4,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/700/945/GCF_001700945.1_ASM170094v1,2,1033922.4.fna,GCF_001700945.1_ASM170094v1_genomic.fna, 6148559, 6148559,1033922.4.fna_vs_GCF_001700945.1_ASM170094v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,6148559,0,0,0,0,0,0,1033922_subject_array_1738727635.bin
1030,1035,NCTC12499,1035.5,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/445/155/GCF_900445155.1_52067_E01,2,1035.5.fna,GCF_900445155.1_52067_E01_genomic.fna, 4195257, 4195257,1035.5.fna_vs_GCF_900445155.1_52067_E01_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,4195257,0,0,0,0,0,0,1035_subject_array_1738727637.bin
1032,1035067,D-10A,1035067.5,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/872/135/GCF_029872135.1_ASM2987213v1,2,1035067.5.fna,GCF_029872135.1_ASM2987213v1_genomic.fna, 5649455, 5649455,1035067.5.fna_vs_GCF_029872135.1_ASM2987213v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,5649455,0,0,0,0,0,0,1035067_subject_array_1738727639.bin
1050,1036171,ATCC 842,1036171.12,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/811/565/GCF_022811565.1_ASM2281156v1,2,1036171.12.fna,GCF_022811565.1_ASM2281156v1_genomic.fna, 5967522, 5967522,1036171.12.fna_vs_GCF_022811565.1_ASM2281156v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,5967522,0,0,0,0,0,0,1036171_subject_array_1738727641.bin
1131,103796,CRAFRU 12.29,103796.32,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/024/285/GCF_002024285.1_ASM202428v1,2,103796.32.fna,GCF_002024285.1_ASM202428v1_genomic.fna, 6620009, 6620009,103796.32.fna_vs_GCF_002024285.1_ASM202428v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,6620009,0,0,0,0,0,0,103796_subject_array_1738727646.bin
1132,103796,CRAFRU 14.08,103796.33,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/024/305/GCF_002024305.1_ASM202430v1,2,103796.33.fna,GCF_002024305.1_ASM202430v1_genomic.fna, 6620488, 6620488,103796.33.fna_vs_GCF_002024305.1_ASM202430v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,6620488,0,0,0,0,0,0,103796_subject_array_1738727650.bin
1144,103796,ICMP 20586,103796.28,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/913/215/GCF_001913215.1_ASM191321v1,2,103796.28.fna,GCF_001913215.1_ASM191321v1_genomic.fna, 6741119, 6741119,103796.28.fna_vs_GCF_001913215.1_ASM191321v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,6741119,0,0,0,0,0,0,103796_subject_array_1738727655.bin
1150,103796,JZY2,103796.241,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/810/905/GCF_032810905.1_ASM3281090v1,2,103796.241.fna,GCF_032810905.1_ASM3281090v1_genomic.fna, 6502657, 6502657,103796.241.fna_vs_GCF_032810905.1_ASM3281090v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,6502657,0,0,0,0,0,0,103796_subject_array_1738727659.bin
1180,103796,NZ45,103796.57,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/112/065/GCF_002112065.1_ASM211206v1,2,103796.57.fna,GCF_002112065.1_ASM211206v1_genomic.fna, 6762325, 6762325,103796.57.fna_vs_GCF_002112065.1_ASM211206v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,6762325,0,0,0,0,0,0,103796_subject_array_1738727664.bin
1187,103796,P220,103796.123,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/665/415/GCF_003665415.1_ASM366541v1,2,103796.123.fna,GCF_003665415.1_ASM366541v1_genomic.fna, 6607630, 6607630,103796.123.fna_vs_GCF_003665415.1_ASM366541v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,6607630,0,0,0,0,0,0,103796_subject_array_1738727669.bin
1197,103796,QSY6,103796.240,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/031/582/985/GCF_031582985.1_ASM3158298v1,2,103796.240.fna,GCF_031582985.1_ASM3158298v1_genomic.fna, 6631997, 6631997,103796.240.fna_vs_GCF_031582985.1_ASM3158298v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,6631997,0,0,0,0,0,0,103796_subject_array_1738727674.bin
1202,103796,YXH1,103796.242,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/812/665/GCF_032812665.1_ASM3281266v1,2,103796.242.fna,GCF_032812665.1_ASM3281266v1_genomic.fna, 6614206, 6614206,103796.242.fna_vs_GCF_032812665.1_ASM3281266v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,6614206,0,0,0,0,0,0,103796_subject_array_1738727679.bin
1203,103796,Yunnan2.4,103796.245,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/033/024/595/GCF_033024595.1_ASM3302459v1,2,103796.245.fna,GCF_033024595.1_ASM3302459v1_genomic.fna, 6441673, 6441673,103796.245.fna_vs_GCF_033024595.1_ASM3302459v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,6441673,0,0,0,0,0,0,103796_subject_array_1738727684.bin
1204,103796,Yunnan3.2,103796.244,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/033/024/575/GCF_033024575.1_ASM3302457v1,2,103796.244.fna,GCF_033024575.1_ASM3302457v1_genomic.fna, 6638781, 6638781,103796.244.fna_vs_GCF_033024575.1_ASM3302457v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,6638781,0,0,0,0,0,0,103796_subject_array_1738727689.bin
1216,103816,B403,1500843.6,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/598/695/GCF_016598695.1_ASM1659869v1,2,1500843.6.fna,GCF_016598695.1_ASM1659869v1_genomic.fna, 5078695, 5078695,1500843.6.fna_vs_GCF_016598695.1_ASM1659869v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,5078695,0,0,0,0,0,0,1500843_subject_array_1738727691.bin
1230,103816,PE41,103816.64,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/238/485/GCF_023238485.1_ASM2323848v1,2,103816.64.fna,GCF_023238485.1_ASM2323848v1_genomic.fna, 5237497, 5237497,103816.64.fna_vs_GCF_023238485.1_ASM2323848v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,5237497,0,0,0,0,0,0,103816_subject_array_1738727692.bin
1236,103816,YC-MTN,103816.63,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/100/785/GCF_023100785.1_ASM2310078v1,2,103816.63.fna,GCF_023100785.1_ASM2310078v1_genomic.fna, 5488077, 5488077,103816.63.fna_vs_GCF_023100785.1_ASM2310078v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,5488077,0,0,0,0,0,0,103816_subject_array_1738727694.bin
1239,103817,Sec5.9,103817.16,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/636/765/GCF_039636765.1_ASM3963676v1,2,103817.16.fna,GCF_039636765.1_ASM3963676v1_genomic.fna, 3530731, 3530731,103817.16.fna_vs_GCF_039636765.1_ASM3963676v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,3530731,0,0,0,0,0,0,103817_subject_array_1738727696.bin
1286,1038922,Q2-87,1038922.3,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/281/895/GCF_000281895.1_ASM28189v1,2,1038922.3.fna,GCF_000281895.1_ASM28189v1_genomic.fna, 6367968, 6368168,1038922.3.fna_vs_GCF_000281895.1_ASM28189v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,170,5,0,0,2,6367991,0,0,1038922_subject_array_1738727704.bin
1291,1038927,PartB-EcoliO104H4-RM8376,1038927.83,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/869/985/GCF_022869985.1_ASM2286998v1,2,1038927.83.fna,GCF_022869985.1_ASM2286998v1_genomic.fna, 5378459, 5378459,1038927.83.fna_vs_GCF_022869985.1_ASM2286998v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,5378459,0,0,0,0,0,0,1038927_subject_array_1738727706.bin
1310,104087,AS1,104087.12,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/952/935/GCF_001952935.1_ASM195293v1,2,104087.12.fna,GCF_001952935.1_ASM195293v1_genomic.fna, 6208705, 6208705,104087.12.fna_vs_GCF_001952935.1_ASM195293v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,6208705,0,0,0,0,0,0,104087_subject_array_1738727713.bin
1314,104087,LMG 19851,104087.38,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/105/495/GCF_900105495.1_IMG-taxon_2636416079_annotated_assembly,2,104087.38.fna,GCF_900105495.1_IMG-taxon_2636416079_annotated_assembly_genomic.fna, 6394336, 6394336,104087.38.fna_vs_GCF_900105495.1_IMG-taxon_2636416079_annotated_assembly_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,6394336,0,0,0,0,0,0,104087_subject_array_1738727719.bin
1350,104102,BDGP1,104102.17,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/549/835/GCF_002549835.1_ASM254983v1,2,104102.17.fna,GCF_002549835.1_ASM254983v1_genomic.fna, 4139662, 4139662,104102.17.fna_vs_GCF_002549835.1_ASM254983v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,4139662,0,0,0,0,0,0,104102_subject_array_1738727720.bin
1406,104268,ECR,104268.25,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/952/225/GCF_011952225.1_ASM1195222v1,2,104268.25.fna,GCF_011952225.1_ASM1195222v1_genomic.fna, 3405417, 3405417,104268.25.fna_vs_GCF_011952225.1_ASM1195222v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,3405417,0,0,0,0,0,0,104268_subject_array_1738727722.bin
1431,1045010,180-PT54,1045010.15,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/650/275/GCF_001650275.1_ASM165027v1,2,1045010.15.fna,GCF_001650275.1_ASM165027v1_genomic.fna, 5750190, 5750190,1045010.15.fna_vs_GCF_001650275.1_ASM165027v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,5750190,0,0,0,0,0,0,1045010_subject_array_1738727724.bin
1438,1045010,FDAARGOS_292,1045010.20,2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/206/405/GCF_002206405.2_ASM220640v2,2,1045010.20.fna,GCF_002206405.2_ASM220640v2_genomic.fna, 5565497, 5565686,1045010.20.fna_vs_GCF_002206405.2_ASM220640v2_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,5565497,0,189,0,0,0,0,1045010_subject_array_1738727726.bin
