col1,col2,col3,col4,col5,col6,col7,query_fna,subject_fna,query_length,subject_length,blast_output,n_of_-7,n_of_-6,n_of_-5,n_of_-4,n_of_-3,n_of_-2,n_of_-1,n_of_0,n_of_1,n_of_2,n_of_3,n_of_4,n_of_5,n_of_6,n_of_7,binary_filename
1091,1037380,CECT 7798,1037380.4,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/409/875/GCF_030409875.1_ASM3040987v1,3,1037380.4.fna,GCF_030409875.1_ASM3040987v1_genomic.fna, 5634251, 5634251,1037380.4.fna_vs_GCF_030409875.1_ASM3040987v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,5634251,0,0,0,0,0,0,1037380_subject_array_1738942879.bin
1167,103796,MAFF212063,103796.97,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/763/655/GCF_002763655.1_ASM276365v1,3,103796.97.fna,GCF_002763655.1_ASM276365v1_genomic.fna, 6693471, 6693471,103796.97.fna_vs_GCF_002763655.1_ASM276365v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,6693471,0,0,0,0,0,0,103796_subject_array_1738942883.bin
1170,103796,MAFF613020,103796.231,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/167/685/GCF_023167685.1_ASM2316768v1,3,103796.231.fna,GCF_023167685.1_ASM2316768v1_genomic.fna, 6616025, 6616025,103796.231.fna_vs_GCF_023167685.1_ASM2316768v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,6616025,0,0,0,0,0,0,103796_subject_array_1738942889.bin
1171,103796,NZ-47,103796.29,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/913/235/GCF_001913235.1_ASM191323v1,3,103796.29.fna,GCF_001913235.1_ASM191323v1_genomic.fna, 6676278, 6676278,103796.29.fna_vs_GCF_001913235.1_ASM191323v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,6676278,0,0,0,0,0,0,103796_subject_array_1738942894.bin
1214,103816,4-4,103816.66,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/822/085/GCF_023822085.1_ASM2382208v1,3,103816.66.fna,GCF_023822085.1_ASM2382208v1_genomic.fna, 5378452, 5378452,103816.66.fna_vs_GCF_023822085.1_ASM2382208v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,5378452,0,0,0,0,0,0,103816_subject_array_1738942896.bin
1218,103816,DNHP-S2,103816.56,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/165/995/GCF_021165995.1_ASM2116599v1,3,103816.56.fna,GCF_021165995.1_ASM2116599v1_genomic.fna, 5047200, 5047200,103816.56.fna_vs_GCF_021165995.1_ASM2116599v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,5047200,0,0,0,0,0,0,103816_subject_array_1738942897.bin
1219,103816,DSM 44555,103816.10,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/105/195/GCF_900105195.1_IMG-taxon_2630969012_annotated_assembly,3,103816.10.fna,GCF_900105195.1_IMG-taxon_2630969012_annotated_assembly_genomic.fna, 5262484, 5262484,103816.10.fna_vs_GCF_900105195.1_IMG-taxon_2630969012_annotated_assembly_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,5262484,0,0,0,0,0,0,103816_subject_array_1738942899.bin
1240,103836,DSM 43186,103836.3,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/716/785/GCF_006716785.1_ASM671678v1,3,103836.3.fna,GCF_006716785.1_ASM671678v1_genomic.fna, 5765274, 5765274,103836.3.fna_vs_GCF_006716785.1_ASM671678v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,5765274,0,0,0,0,0,0,103836_subject_array_1738942901.bin
1287,1038927,FDAARGOS_348,1038927.31,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/209/105/GCF_002209105.2_ASM220910v2,3,1038927.31.fna,GCF_002209105.2_ASM220910v2_genomic.fna, 5442181, 5442454,1038927.31.fna_vs_GCF_002209105.2_ASM220910v2_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,5442181,0,273,0,0,0,0,1038927_subject_array_1738942904.bin
1290,1038927,LB226692,1038927.41,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/072/445/GCF_003072445.1_ASM307244v1,3,1038927.41.fna,GCF_003072445.1_ASM307244v1_genomic.fna, 5500653, 5500653,1038927.41.fna_vs_GCF_003072445.1_ASM307244v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,169,5500484,0,0,0,0,0,0,1038927_subject_array_1738942906.bin
1293,1038927,rpoS_ATGtoATA,1038927.86,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/248/495/GCF_038248495.1_ASM3824849v1,3,1038927.86.fna,GCF_038248495.1_ASM3824849v1_genomic.fna, 5442671, 5442671,1038927.86.fna_vs_GCF_038248495.1_ASM3824849v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,5442671,0,0,0,0,0,0,1038927_subject_array_1738942908.bin
1387,104205,DSM 44593,104205.3,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/204/715/GCF_014204715.1_ASM1420471v1,3,104205.3.fna,GCF_014204715.1_ASM1420471v1_genomic.fna, 5606970, 5606970,104205.3.fna_vs_GCF_014204715.1_ASM1420471v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,5606970,0,0,0,0,0,0,104205_subject_array_1738942910.bin
1433,1045010,AR-0427,1045010.64,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/727/195/GCF_008727195.1_ASM872719v1,3,1045010.64.fna,GCF_008727195.1_ASM872719v1_genomic.fna, 5691532, 5691532,1045010.64.fna_vs_GCF_008727195.1_ASM872719v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,5691532,0,0,0,0,0,0,1045010_subject_array_1738942913.bin
1434,1045010,AR-0428,1045010.63,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/727/175/GCF_008727175.1_ASM872717v1,3,1045010.63.fna,GCF_008727175.1_ASM872717v1_genomic.fna, 5697128, 5697128,1045010.63.fna_vs_GCF_008727175.1_ASM872717v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,5697128,0,0,0,0,0,0,1045010_subject_array_1738942915.bin
1435,1045010,AR-0429,1045010.62,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/727/155/GCF_008727155.1_ASM872715v1,3,1045010.62.fna,GCF_008727155.1_ASM872715v1_genomic.fna, 5737987, 5737987,1045010.62.fna_vs_GCF_008727155.1_ASM872715v1_genomic.fna_blast.xml,0,0,0,1,0,0,0,0,5737986,0,0,0,0,0,0,1045010_subject_array_1738942917.bin
1439,1045010,FDAARGOS_293,1045010.21,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/208/865/GCF_002208865.2_ASM220886v2,3,1045010.21.fna,GCF_002208865.2_ASM220886v2_genomic.fna, 5686502, 5686680,1045010.21.fna_vs_GCF_002208865.2_ASM220886v2_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,5686502,0,178,0,0,0,0,1045010_subject_array_1738942920.bin
1461,104609,IFO 15640T,104609.11,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/977/755/GCF_019977755.1_ASM1997775v1,3,104609.11.fna,GCF_019977755.1_ASM1997775v1_genomic.fna, 6782963, 6782963,104609.11.fna_vs_GCF_019977755.1_ASM1997775v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,6782963,0,0,0,0,0,0,104609_subject_array_1738942922.bin
1463,104609,IFO 15642,104609.33,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/977/795/GCF_019977795.1_ASM1997779v1,3,104609.33.fna,GCF_019977795.1_ASM1997779v1_genomic.fna, 6816475, 6816475,104609.33.fna_vs_GCF_019977795.1_ASM1997779v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,6816475,0,0,0,0,0,0,104609_subject_array_1738942925.bin
1466,104609,TUMSAT-OK1,104609.34,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/977/815/GCF_019977815.1_ASM1997781v1,3,104609.34.fna,GCF_019977815.1_ASM1997781v1_genomic.fna, 6853350, 6853350,104609.34.fna_vs_GCF_019977815.1_ASM1997781v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,6853350,0,0,0,0,0,0,104609_subject_array_1738942928.bin
1467,104609,TUMSAT-OK2,104609.35,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/977/835/GCF_019977835.1_ASM1997783v1,3,104609.35.fna,GCF_019977835.1_ASM1997783v1_genomic.fna, 6852913, 6852913,104609.35.fna_vs_GCF_019977835.1_ASM1997783v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,6852913,0,0,0,0,0,0,104609_subject_array_1738942930.bin
1482,104628,NHP19-0020,104628.49,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/374/155/GCF_013374155.1_ASM1337415v1,3,104628.49.fna,GCF_013374155.1_ASM1337415v1_genomic.fna, 1777109, 1777109,104628.49.fna_vs_GCF_013374155.1_ASM1337415v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,1777109,0,0,0,0,0,0,104628_subject_array_1738942931.bin
1484,104628,NHP19-4003,104628.51,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/374/175/GCF_013374175.1_ASM1337417v1,3,104628.51.fna,GCF_013374175.1_ASM1337417v1_genomic.fna, 1715041, 1715041,104628.51.fna_vs_GCF_013374175.1_ASM1337417v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,1715041,0,0,0,0,0,0,104628_subject_array_1738942932.bin
1486,104628,NHP19-4022,104628.50,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/374/215/GCF_013374215.1_ASM1337421v1,3,104628.50.fna,GCF_013374215.1_ASM1337421v1_genomic.fna, 1682860, 1682860,104628.50.fna_vs_GCF_013374215.1_ASM1337421v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,1682860,0,0,0,0,0,0,104628_subject_array_1738942932.bin
1500,104628,SNTW101c,104628.37,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/036/205/GCF_007036205.1_ASM703620v1,3,104628.37.fna,GCF_007036205.1_ASM703620v1_genomic.fna, 1694897, 1694897,104628.37.fna_vs_GCF_007036205.1_ASM703620v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,1694897,0,0,0,0,0,0,104628_subject_array_1738942933.bin
1522,1048205,NBC_01365,1048205.7,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/250/755/GCF_036250755.1_ASM3625075v1,3,1048205.7.fna,GCF_036250755.1_ASM3625075v1_genomic.fna, 9258615, 9258615,1048205.7.fna_vs_GCF_036250755.1_ASM3625075v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,9258615,0,0,0,0,0,0,1048205_subject_array_1738942948.bin
1644,1050220,Frances,1050220.3,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/401/485/GCF_001401485.1_ASM140148v1,3,1050220.3.fna,GCF_001401485.1_ASM140148v1_genomic.fna, 1169673, 1169673,1050220.3.fna_vs_GCF_001401485.1_ASM140148v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,93,1169580,0,0,0,0,0,0,1050220_subject_array_1738942949.bin
1689,1051973,D188,1051973.4,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/620/305/GCF_001620305.1_ASM162030v1,3,1051973.4.fna,GCF_001620305.1_ASM162030v1_genomic.fna, 5502110, 5502110,1051973.4.fna_vs_GCF_001620305.1_ASM162030v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,5502110,0,0,0,0,0,0,1051973_subject_array_1738942951.bin
1707,105219,NCTC10894,105219.20,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/455/575/GCF_900455575.1_58706_C02,3,105219.20.fna,GCF_900455575.1_58706_C02_genomic.fna, 4860652, 4860652,105219.20.fna_vs_GCF_900455575.1_58706_C02_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,4860652,0,0,0,0,0,0,105219_subject_array_1738942953.bin
1719,105219,SN82F48,105219.63,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/954/135/GCF_000954135.1_ASM95413v2,3,105219.63.fna,GCF_000954135.1_ASM95413v2_genomic.fna, 5072301, 5072301,105219.63.fna_vs_GCF_000954135.1_ASM95413v2_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,5072301,0,0,0,0,0,0,105219_subject_array_1738942954.bin
1829,1055531,Aklavik117,1055531.3,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/315/955/GCF_000315955.1_ASM31595v1,3,1055531.3.fna,GCF_000315955.1_ASM31595v1_genomic.fna, 1636125, 1636125,1055531.3.fna_vs_GCF_000315955.1_ASM31595v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,1636125,0,0,0,0,0,0,1055531_subject_array_1738942955.bin
1830,1055532,Aklavik86,1055532.3,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/875/GCF_000317875.1_ASM31787v1,3,1055532.3.fna,GCF_000317875.1_ASM31787v1_genomic.fna, 1507930, 1507930,1055532.3.fna_vs_GCF_000317875.1_ASM31787v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,1507930,0,0,0,0,0,0,1055532_subject_array_1738942956.bin
1832,1055534,RM10386,1055534.4,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/112/225/GCF_003112225.1_ASM311222v1,3,1055534.4.fna,GCF_003112225.1_ASM311222v1_genomic.fna, 5967793, 5967793,1055534.4.fna_vs_GCF_003112225.1_ASM311222v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,5967793,0,0,0,0,0,0,1055534_subject_array_1738942958.bin
1907,1055540,RM8385,1055540.4,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/112/165/GCF_003112165.1_ASM311216v1,3,1055540.4.fna,GCF_003112165.1_ASM311216v1_genomic.fna, 5732806, 5732806,1055540.4.fna_vs_GCF_003112165.1_ASM311216v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,5732806,0,0,0,0,0,0,1055540_subject_array_1738942960.bin
1909,1055542,RM9322,1055542.5,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/112/245/GCF_003112245.1_ASM311224v1,3,1055542.5.fna,GCF_003112245.1_ASM311224v1_genomic.fna, 5284381, 5284381,1055542.5.fna_vs_GCF_003112245.1_ASM311224v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,5284381,0,0,0,0,0,0,1055542_subject_array_1738942962.bin
1912,1055545,RM7190,1055545.3,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/716/885/GCF_002716885.1_ASM271688v1,3,1055545.3.fna,GCF_002716885.1_ASM271688v1_genomic.fna, 5030336, 5030336,1055545.3.fna_vs_GCF_002716885.1_ASM271688v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,5030336,0,0,0,0,0,0,1055545_subject_array_1738942964.bin
1913,105559,C-113,105559.4,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/143/085/GCF_000143085.1_ASM14308v1,3,105559.4.fna,GCF_000143085.1_ASM14308v1_genomic.fna, 3373286, 3373286,105559.4.fna_vs_GCF_000143085.1_ASM14308v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,3373286,0,0,0,0,0,0,105559_subject_array_1738942965.bin
2043,106592,Casida A-T305,106592.96,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/674/665/GCF_029674665.1_ASM2967466v1,3,106592.96.fna,GCF_029674665.1_ASM2967466v1_genomic.fna, 7267491, 7267491,106592.96.fna_vs_GCF_029674665.1_ASM2967466v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,7267491,0,0,0,0,0,0,106592_subject_array_1738942968.bin
2044,106592,Corn53,106592.44,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/883/655/GCF_009883655.1_ASM988365v1,3,106592.44.fna,GCF_009883655.1_ASM988365v1_genomic.fna, 7422972, 7422972,106592.44.fna_vs_GCF_009883655.1_ASM988365v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,7422972,0,0,0,0,0,0,106592_subject_array_1738942971.bin
2053,106592,S305,106592.95,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/439/625/GCF_029439625.1_ASM2943962v1,3,106592.95.fna,GCF_029439625.1_ASM2943962v1_genomic.fna, 7365904, 7365904,106592.95.fna_vs_GCF_029439625.1_ASM2943962v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,7365904,0,0,0,0,0,0,106592_subject_array_1738942973.bin
2056,106592,W2-A,106592.79,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/035/495/GCF_020035495.1_ASM2003549v1,3,106592.79.fna,GCF_020035495.1_ASM2003549v1_genomic.fna, 8432773, 8432773,106592.79.fna_vs_GCF_020035495.1_ASM2003549v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,8432773,0,0,0,0,0,0,106592_subject_array_1738942976.bin
2058,106592,W2-B,106592.80,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/035/515/GCF_020035515.1_ASM2003551v1,3,106592.80.fna,GCF_020035515.1_ASM2003551v1_genomic.fna, 8124499, 8124499,106592.80.fna_vs_GCF_020035515.1_ASM2003551v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,8124499,0,0,0,0,0,0,106592_subject_array_1738942979.bin
2059,106592,W2-B9,106592.81,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/035/535/GCF_020035535.1_ASM2003553v1,3,106592.81.fna,GCF_020035535.1_ASM2003553v1_genomic.fna, 8125528, 8125528,106592.81.fna_vs_GCF_020035535.1_ASM2003553v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,8125528,0,0,0,0,0,0,106592_subject_array_1738942982.bin
2312,106654,J1A,106654.160,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/086/325/GCF_008086325.1_ASM808632v1,3,106654.160.fna,GCF_008086325.1_ASM808632v1_genomic.fna, 3948465, 3948465,106654.160.fna_vs_GCF_008086325.1_ASM808632v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,3948465,0,0,0,0,0,0,106654_subject_array_1738942983.bin
2588,1073423,LMG26642,1073423.4,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/177/385/GCF_900177385.1_IMG-taxon_2622736627_annotated_assembly,3,1073423.4.fna,GCF_900177385.1_IMG-taxon_2622736627_annotated_assembly_genomic.fna, 2571353, 2571353,1073423.4.fna_vs_GCF_900177385.1_IMG-taxon_2622736627_annotated_assembly_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,2571353,0,0,0,0,0,0,1073423_subject_array_1738942984.bin
2767,1074311,CAIM 1831,1074311.9,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/544/875/GCF_003544875.1_ASM354487v1,3,1074311.9.fna,GCF_003544875.1_ASM354487v1_genomic.fna, 4910231, 4910231,1074311.9.fna_vs_GCF_003544875.1_ASM354487v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,4910231,0,0,0,0,0,0,1074311_subject_array_1738942986.bin
2790,1075417,CNU-914,1075417.5,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/504/655/GCF_029504655.1_ASM2950465v1,3,1075417.5.fna,GCF_029504655.1_ASM2950465v1_genomic.fna, 7923645, 7923645,1075417.5.fna_vs_GCF_029504655.1_ASM2950465v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,7923645,0,0,0,0,0,0,1075417_subject_array_1738942989.bin
2818,1076125,NBRC 108638,1076125.3,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/764/445/GCF_011764445.1_ASM1176444v1,3,1076125.3.fna,GCF_011764445.1_ASM1176444v1_genomic.fna, 10714690, 10714690,1076125.3.fna_vs_GCF_011764445.1_ASM1176444v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,10714690,0,0,0,0,0,0,1076125_subject_array_1738942994.bin
3009,1078032,FWSEC0003,1078032.3,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/037/845/GCF_005037845.1_ASM503784v2,3,1078032.3.fna,GCF_005037845.1_ASM503784v2_genomic.fna, 5680623, 5680623,1078032.3.fna_vs_GCF_005037845.1_ASM503784v2_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,5680623,0,0,0,0,0,0,1078032_subject_array_1738942997.bin
3112,107806,APS,107806.10,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/605/GCF_000009605.1_ASM960v1,3,107806.10.fna,GCF_000009605.1_ASM960v1_genomic.fna,  655725,  655725,107806.10.fna_vs_GCF_000009605.1_ASM960v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,655725,0,0,0,0,0,0,107806_subject_array_1738942997.bin
3141,1079460,USDA 1844,1079460.13,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/827/505/GCF_007827505.1_ASM782750v1,3,1079460.13.fna,GCF_007827505.1_ASM782750v1_genomic.fna, 7295545, 7295545,1079460.13.fna_vs_GCF_007827505.1_ASM782750v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,7295545,0,0,0,0,0,0,1079460_subject_array_1738943000.bin
3317,108619,2015LSAL00019,108619.370,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/943/119/215/GCF_943119215.1_2015LSAL00019,3,108619.370.fna,GCF_943119215.1_2015LSAL00019_genomic.fna, 4590940, 4590940,108619.370.fna_vs_GCF_943119215.1_2015LSAL00019_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,4590940,0,0,0,0,0,0,108619_subject_array_1738943001.bin
3418,108619,CVM 34530,108619.332,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/452/065/GCF_016452065.1_ASM1645206v1,3,108619.332.fna,GCF_016452065.1_ASM1645206v1_genomic.fna, 5139764, 5139764,108619.332.fna_vs_GCF_016452065.1_ASM1645206v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,5139764,0,0,0,0,0,0,108619_subject_array_1738943003.bin
3455,108619,R18.0234,108619.365,3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/266/245/GCF_024266245.1_ASM2426624v1,3,108619.365.fna,GCF_024266245.1_ASM2426624v1_genomic.fna, 5038224, 5038224,108619.365.fna_vs_GCF_024266245.1_ASM2426624v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,5038224,0,0,0,0,0,0,108619_subject_array_1738943005.bin
